[contents]
count=31
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_SUBSET_FFvsPA_10BB_PROvsREP\JTB-E02-199-14.D
1=,PBM Apex
2=,INT TIC: JTB-E02-199-14.D\data.ms
3=,INT TIC: JTB-E02-199-06.D\data.ms
4=,INT TIC: JTB-E02-199-07.D\data.ms
5=,INT TIC: JTB-E02-199-08.D\data.ms
6=,INT TIC: JTB-E02-199-11.D\data.ms
7=,INT TIC: JTB-E02-199-12.D\data.ms
8=,INT TIC: JTB-E02-199-13.D\data.ms
9=,INT TIC: JTB-E02-199-15.D\data.ms
10=,INT TIC: JTB-E02-199-16.D\data.ms
11=,INT TIC: JTB-E02-199-17.D\data.ms
12=,INT TIC: JTB-E02-200-06.D\data.ms
13=,INT TIC: JTB-E02-200-07.D\data.ms
14=,INT TIC: JTB-E02-200-08.D\data.ms
15=,INT TIC: JTB-E02-200-11.D\data.ms
16=,INT TIC: JTB-E02-200-12.D\data.ms
17=,INT TIC: JTB-E02-200-13.D\data.ms
18=,INT TIC: JTB-E02-200-14.D\data.ms
19=,INT TIC: JTB-E02-200-15.D\data.ms
20=,INT TIC: JTB-E02-200-16.D\data.ms
21=,INT TIC: JTB-E02-200-17.D\data.ms
22=,INT TIC: JTB-E02-201-06.D\data.ms
23=,INT TIC: JTB-E02-201-07.D\data.ms
24=,INT TIC: JTB-E02-201-08.D\data.ms
25=,INT TIC: JTB-E02-201-11.D\data.ms
26=,INT TIC: JTB-E02-201-12.D\data.ms
27=,INT TIC: JTB-E02-201-13.D\data.ms
28=,INT TIC: JTB-E02-201-14.D\data.ms
29=,INT TIC: JTB-E02-201-15.D\data.ms
30=,INT TIC: JTB-E02-201-16.D\data.ms
31=,INT TIC: JTB-E02-201-17.D\data.ms
[PBM Apex]
Time=,Wed Aug 07 15:06:00 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
17=, 17,  4.748,  320, 328, 343,"VV 3",2254313,101156839,  7.56,  1.415
18=, 18,  4.906,  343, 347, 349,"VV 3", 594944, 16651349,  1.25,  0.233
19=, 19,  4.945,  349, 352, 365,"VV  ", 580011, 29299918,  2.19,  0.410
20=, 20,  5.093,  365, 370, 374,"VV 4", 310401, 11084232,  0.83,  0.155
21=, 21,  5.154,  374, 378, 382,"VV 4", 313713, 10695672,  0.80,  0.150
22=, 22,  5.220,  382, 386, 394,"VV 3", 289030, 13813440,  1.03,  0.193
23=, 23,  5.340,  394, 400, 412,"VV 7", 907145, 34649752,  2.59,  0.485
24=, 24,  5.481,  412, 418, 428,"VV 2", 253320, 13677349,  1.02,  0.191
25=, 25,  5.758,  440, 452, 468,"VV 5",1242496, 54967622,  4.11,  0.769
26=, 26,  5.937,  468, 474, 484,"VV  ", 489591, 23208817,  1.74,  0.325
27=, 27,  6.058,  484, 489, 496,"VV 10", 289014, 12951078,  0.97,  0.181
28=, 28,  6.129,  496, 498, 503,"VV  ", 188831,  6653591,  0.50,  0.093
29=, 29,  6.258,  510, 513, 516,"VV 4", 180652,  4943860,  0.37,  0.069
30=, 30,  6.393,  524, 530, 534,"VV 6", 983237, 27575188,  2.06,  0.386
31=, 31,  6.477,  534, 540, 563,"VV  ",9232200,301840735, 22.57,  4.223
32=, 32,  6.677,  563, 565, 572,"VV  ", 320319, 11266037,  0.84,  0.158
33=, 33,  6.793,  572, 579, 588,"VV 8", 344117, 19667646,  1.47,  0.275
34=, 34,  6.911,  588, 594, 599,"VV 9", 322900, 12145778,  0.91,  0.170
35=, 35,  6.987,  599, 603, 605,"VV 3", 245090,  6015034,  0.45,  0.084
36=, 36,  7.047,  605, 611, 624,"VV 4",2096628, 56514415,  4.23,  0.791
37=, 37,  7.418,  647, 656, 670,"VV 4",4972331,163820704, 12.25,  2.292
38=, 38,  7.578,  670, 676, 684,"VV  ", 210130,  9452551,  0.71,  0.132
39=, 39,  7.671,  684, 687, 691,"VV 5", 115156,  3275005,  0.24,  0.046
40=, 40,  7.797,  691, 703, 723,"VV 9", 404630, 19902440,  1.49,  0.278
41=, 41,  8.010,  723, 729, 738,"VV 10",  67658,  2605833,  0.19,  0.036
42=, 42,  8.194,  747, 752, 757,"VV 4",  50593,  1467981,  0.11,  0.021
43=, 43,  8.416,  773, 779, 785,"VV 8", 309103,  8040426,  0.60,  0.112
44=, 44,  8.488,  785, 788, 809,"VV  ",  53412,  2388205,  0.18,  0.033
45=, 45,  8.740,  812, 819, 833,"VV 2", 488883, 21659383,  1.62,  0.303
46=, 46,  8.873,  833, 835, 846,"VV 2", 150241,  6357320,  0.48,  0.089
47=, 47,  9.007,  846, 852, 863,"VV 2", 189692,  8836384,  0.66,  0.124
48=, 48,  9.337,  883, 893, 899,"VV 2", 272717, 11456597,  0.86,  0.160
49=, 49,  9.426,  899, 903, 932,"VV 6", 153493,  9087285,  0.68,  0.127
50=, 50,  9.871,  951, 958, 965,"VV 6", 283606,  8360983,  0.63,  0.117
51=, 51,  9.976,  965, 971, 989,"VV 4",  63645,  4215426,  0.32,  0.059
52=, 52, 10.254,  989,1005,1047,"VV 3",12347587,533133070, 39.87,  7.458
53=, 53, 10.626, 1047,1051,1061,"VV 8",  91041,  5120742,  0.38,  0.072
54=, 54, 10.739, 1061,1065,1075,"VV 8",  74754,  3065926,  0.23,  0.043
55=, 55, 10.939, 1080,1090,1095,"VV 8",  52086,  2385103,  0.18,  0.033
56=, 56, 11.027, 1095,1101,1117,"VV 8",  74982,  3478261,  0.26,  0.049
57=, 57, 11.285, 1123,1132,1147,"PV  ",3283684,125770615,  9.41,  1.760
58=, 58, 11.422, 1147,1149,1162,"VV  ", 211715, 10810565,  0.81,  0.151
59=, 59, 11.565, 1162,1167,1173,"VV 8", 137320,  5210272,  0.39,  0.073
60=, 60, 11.800, 1188,1196,1202,"VV 8",  44218,  1460069,  0.11,  0.020
61=, 61, 12.086, 1220,1231,1258,"PV  ",1554686, 63633755,  4.76,  0.890
62=, 62, 12.319, 1258,1260,1262,"VV 3",  47420,   708663,  0.05,  0.010
63=, 63, 12.388, 1262,1268,1277,"VV 2", 178968,  7177841,  0.54,  0.100
64=, 64, 12.509, 1277,1283,1297,"VV 2",  82430,  3823131,  0.29,  0.053
65=, 65, 13.803, 1425,1442,1455,"PV 5", 496901, 23073786,  1.73,  0.323
66=, 66, 13.955, 1455,1461,1476,"VV 2", 117872,  5612558,  0.42,  0.079
67=, 67, 14.143, 1476,1484,1487,"VV 9",  50161,  2069949,  0.15,  0.029
68=, 68, 14.228, 1487,1495,1512,"VV 8", 240947, 12585399,  0.94,  0.176
69=, 69, 14.820, 1557,1567,1601,"VV  ",4810349,155181238, 11.60,  2.171
70=, 70, 15.132, 1601,1606,1615,"VV 7",  77649,  3663984,  0.27,  0.051
71=, 71, 15.511, 1637,1653,1677,"VV 2", 514071, 28852722,  2.16,  0.404
72=, 72, 15.781, 1677,1686,1705,"VV  ", 265811, 10603904,  0.79,  0.148
73=, 73, 15.966, 1705,1709,1712,"VV 6",  44955,  1379861,  0.10,  0.019
74=, 74, 16.019, 1712,1715,1724,"VV 9",  52033,  2082191,  0.16,  0.029
75=, 75, 16.366, 1753,1758,1763,"VV 5",  59821,  1885898,  0.14,  0.026
76=, 76, 16.480, 1763,1772,1783,"VV  ", 871204, 26205738,  1.96,  0.367
77=, 77, 16.601, 1783,1787,1795,"VV 9",  62703,  2753233,  0.21,  0.039
78=, 78, 17.357, 1871,1880,1882,"PV 9",  34502,   995332,  0.07,  0.014
79=, 79, 17.419, 1882,1887,1899,"VV 7",  39314,  2003037,  0.15,  0.028
80=, 80, 17.606, 1899,1910,1916,"VV 2", 526859, 17254179,  1.29,  0.241
81=, 81, 17.664, 1916,1918,1933,"VV 2", 240612,  9173216,  0.69,  0.128
82=, 82, 17.863, 1933,1942,1953,"VV 8",  75395,  4062741,  0.30,  0.057
83=, 83, 18.097, 1958,1971,2004,"VV  ",1371962, 59527360,  4.45,  0.833
84=, 84, 18.485, 2004,2019,2030,"VV 6", 191003,  8999941,  0.67,  0.126
85=, 85, 18.626, 2030,2036,2046,"VV 6",  52869,  2418167,  0.18,  0.034
86=, 86, 18.885, 2061,2068,2074,"PV 5",  27687,   924013,  0.07,  0.013
87=, 87, 19.113, 2091,2096,2113,"VV 5",  60898,  2877054,  0.22,  0.040
88=, 88, 19.309, 2113,2120,2122,"VV 6",  27118,   663889,  0.05,  0.009
89=, 89, 19.397, 2122,2131,2137,"VV 2",  86792,  4177690,  0.31,  0.058
90=, 90, 19.539, 2137,2148,2158,"VV 7", 235701, 12389059,  0.93,  0.173
91=, 91, 19.689, 2158,2167,2177,"VV 2", 652819, 27498056,  2.06,  0.385
92=, 92, 19.805, 2177,2181,2184,"VV 2", 195937,  6473775,  0.48,  0.091
93=, 93, 19.908, 2184,2194,2222,"VV  ",33796267,1337239513,100.00, 18.708
94=, 94, 20.201, 2222,2230,2235,"VV 2",2639838,101260031,  7.57,  1.417
95=, 95, 20.284, 2235,2240,2257,"VV 4",1852981, 82961818,  6.20,  1.161
96=, 96, 20.467, 2257,2263,2272,"VV 9", 149574,  7274103,  0.54,  0.102
97=, 97, 20.833, 2296,2308,2315,"VV 2", 501688, 16847467,  1.26,  0.236
98=, 98, 20.941, 2315,2321,2330,"VV 2", 116219,  5400769,  0.40,  0.076
99=, 99, 21.178, 2342,2350,2365,"VV 3", 139975,  6032395,  0.45,  0.084
100=,100, 21.433, 2371,2382,2398,"VV 8",  91519,  4681627,  0.35,  0.065
101=,101, 21.672, 2398,2411,2424,"VV 8",  89394,  4638746,  0.35,  0.065
102=,102, 21.868, 2424,2435,2444,"VV 8",  66345,  2422483,  0.18,  0.034
103=,103, 22.347, 2478,2494,2499,"PV 2", 122183,  4611435,  0.34,  0.065
104=,104, 22.432, 2499,2504,2511,"VV 5", 116629,  4269552,  0.32,  0.060
105=,105, 22.528, 2511,2516,2531,"VV 5",  61804,  3048407,  0.23,  0.043
106=,106, 22.718, 2531,2540,2546,"VV 3",  42621,  2037314,  0.15,  0.029
107=,107, 22.823, 2546,2553,2557,"VV 4",  62825,  2476583,  0.19,  0.035
108=,108, 22.917, 2557,2564,2583,"VV 9", 141849,  9974554,  0.75,  0.140
109=,109, 23.281, 2602,2609,2614,"VV 3",  42592,  1466003,  0.11,  0.021
110=,110, 23.388, 2614,2622,2628,"VV 4", 115470,  4744249,  0.35,  0.066
111=,111, 23.475, 2628,2633,2639,"VV 7",  82825,  4081930,  0.31,  0.057
112=,112, 23.619, 2639,2651,2653,"VV 4", 263084, 10411113,  0.78,  0.146
113=,113, 23.684, 2653,2659,2666,"VV  ", 621224, 22689806,  1.70,  0.317
114=,114, 23.811, 2666,2674,2701,"VV  ",4134191,160928284, 12.03,  2.251
115=,115, 24.066, 2701,2706,2713,"VV 4", 161190,  7648564,  0.57,  0.107
116=,116, 24.185, 2713,2720,2736,"VV 6", 138258, 11177944,  0.84,  0.156
117=,117, 24.429, 2745,2750,2756,"VV 5", 133615,  4871978,  0.36,  0.068
118=,118, 24.572, 2760,2768,2790,"VV 3", 269493, 15900479,  1.19,  0.222
119=,119, 24.909, 2797,2809,2824,"VV 2", 440571, 17300423,  1.29,  0.242
120=,120, 25.164, 2831,2841,2851,"VV  ",2920165, 89561942,  6.70,  1.253
121=,121, 25.285, 2851,2856,2871,"VV  ", 261833, 16184713,  1.21,  0.226
122=,122, 25.420, 2871,2872,2876,"VV 4", 100467,  2600817,  0.19,  0.036
123=,123, 25.480, 2876,2880,2901,"VV 7",  98273,  9650412,  0.72,  0.135
124=,124, 26.187, 2953,2967,2983,"PV 10", 134304, 12481615,  0.93,  0.175
125=,125, 26.416, 2983,2995,3026,"VV  ", 959014, 45561017,  3.41,  0.637
126=,126, 26.678, 3026,3027,3038,"VV  ",  49656,  2467849,  0.18,  0.035
127=,127, 27.040, 3060,3072,3088,"PV  ",2289857, 84775015,  6.34,  1.186
128=,128, 27.202, 3088,3092,3109,"VV 2", 119896,  5789180,  0.43,  0.081
129=,129, 27.625, 3130,3144,3161,"BV 9",  35489,  2298953,  0.17,  0.032
130=,130, 28.069, 3190,3198,3212,"VV 9",  47707,  2115124,  0.16,  0.030
131=,131, 28.243, 3212,3220,3227,"PV 6",  43110,  1625847,  0.12,  0.023
132=,132, 28.388, 3227,3238,3264,"VV 4", 240168, 17620472,  1.32,  0.247
133=,133, 28.671, 3264,3273,3277,"VV 4",  38157,  1746869,  0.13,  0.024
134=,134, 28.811, 3284,3290,3299,"VV 4",  45402,  1946893,  0.15,  0.027
135=,135, 29.239, 3332,3342,3362,"VV 4",  52947,  3193754,  0.24,  0.045
136=,136, 29.921, 3416,3427,3432,"PV  ",  96609,  2888222,  0.22,  0.040
137=,137, 30.055, 3432,3443,3459,"VV  ",  96784,  7931752,  0.59,  0.111
138=,138, 30.219, 3459,3463,3471,"VV 10",  40406,  1646044,  0.12,  0.023
139=,139, 30.827, 3533,3538,3545,"VV 2",  43508,  1269990,  0.09,  0.018
140=,140, 31.129, 3570,3575,3583,"VV  ", 139038,  4264875,  0.32,  0.060
141=,141, 31.238, 3583,3589,3599,"VV 2",  70074,  2580091,  0.19,  0.036
142=,142, 31.999, 3670,3682,3684,"VV 2",  43377,  1705165,  0.13,  0.024
143=,143, 32.024, 3684,3685,3694,"VV 8",  40966,   867844,  0.06,  0.012
144=,144, 32.695, 3762,3768,3781,"BV 8",  27952,   919943,  0.07,  0.013
145=,145, 33.135, 3812,3822,3831,"VV 7",  63175,  2659934,  0.20,  0.037
146=,146, 34.582, 3987,4000,4018,"PV 7",  49443,  2466506,  0.18,  0.035
147=,147, 34.998, 4039,4052,4059,"BV  ", 212539,  6416008,  0.48,  0.090
148=,148, 36.340, 4205,4217,4237,"PV  ",  26918,  1597342,  0.12,  0.022
149=,149, 37.386, 4339,4345,4350,"PV 10",  19385,   575601,  0.04,  0.008
[INT TIC: JTB-E02-199-13.D\data.ms]
Time=,Thu Aug 08 10:12:28 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.291,   16,  25,  57,"BV  ",2698174, 67582769,  5.06,  0.905
2=,  2,  2.580,   57,  61,  63,"VV  ", 494514,  9908021,  0.74,  0.133
3=,  3,  2.629,   63,  67,  83,"VV 4", 883346, 28011917,  2.10,  0.375
4=,  4,  2.805,   83,  88, 108,"VV  ",3128305, 88252665,  6.61,  1.182
5=,  5,  2.983,  108, 110, 112,"VV 2", 182690,  3491043,  0.26,  0.047
6=,  6,  3.026,  112, 116, 121,"VV 4", 311744,  8996369,  0.67,  0.121
7=,  7,  3.129,  121, 128, 136,"VV 2",4885066,145250976, 10.88,  1.946
8=,  8,  3.215,  136, 139, 148,"VV 5",1948448, 66510960,  4.98,  0.891
9=,  9,  3.333,  148, 153, 183,"VV  ",8573737,325218385, 24.36,  4.357
10=, 10,  3.599,  183, 186, 191,"VV 5", 584264, 18560054,  1.39,  0.249
11=, 11,  3.705,  191, 199, 212,"VV  ",15016693,503887796, 37.74,  6.750
12=, 12,  3.841,  212, 216, 227,"VV 6",4397419,198272875, 14.85,  2.656
13=, 13,  3.991,  227, 234, 236,"VV  ",4951419,125293577,  9.38,  1.678
14=, 14,  4.039,  236, 240, 262,"VV  ",20961508,639708762, 47.91,  8.570
15=, 15,  4.262,  262, 268, 281,"VV  ",14738221,435931364, 32.65,  5.840
16=, 16,  4.387,  281, 283, 301,"VV 5",1181984, 68375313,  5.12,  0.916
17=, 17,  4.572,  301, 306, 313,"VV 5", 449900, 23697420,  1.77,  0.317
18=, 18,  4.668,  313, 318, 334,"VV  ", 980808, 50588046,  3.79,  0.678
19=, 19,  4.836,  334, 338, 351,"VV 2", 456233, 31340574,  2.35,  0.420
20=, 20,  4.999,  351, 358, 365,"VV  ",1951701, 68147071,  5.10,  0.913
21=, 21,  5.065,  365, 367, 378,"VV 9", 870966, 41978481,  3.14,  0.562
22=, 22,  5.197,  378, 383, 385,"VV 4", 624713, 16672269,  1.25,  0.223
23=, 23,  5.235,  385, 388, 400,"VV 3", 661680, 32985864,  2.47,  0.442
24=, 24,  5.368,  400, 404, 408,"VV 4", 365564, 12266335,  0.92,  0.164
25=, 25,  5.428,  408, 411, 415,"VV  ", 378575, 12021425,  0.90,  0.161
26=, 26,  5.486,  415, 418, 427,"VV 9", 344125, 16134189,  1.21,  0.216
27=, 27,  5.604,  427, 433, 443,"VV 2",1014164, 37155973,  2.78,  0.498
28=, 28,  5.725,  443, 448, 462,"VV 3", 367938, 21741907,  1.63,  0.291
29=, 29,  5.950,  473, 476, 477,"VV 2", 166354,  3647017,  0.27,  0.049
30=, 30,  6.015,  477, 484, 498,"VV  ",1289615, 49556734,  3.71,  0.664
31=, 31,  6.179,  498, 504, 513,"VV  ", 517181, 23963247,  1.79,  0.321
32=, 32,  6.291,  513, 517, 526,"VV 5", 346221, 15934495,  1.19,  0.213
33=, 33,  6.369,  526, 527, 529,"VV 2", 221907,  4103556,  0.31,  0.055
34=, 34,  6.493,  537, 542, 544,"VV 6", 214711,  7097899,  0.53,  0.095
35=, 35,  6.612,  548, 557, 563,"VV  ",1063111, 33649869,  2.52,  0.451
36=, 36,  6.704,  563, 568, 588,"VV  ",5071976,155899005, 11.68,  2.088
37=, 37,  6.901,  588, 593, 598,"VV 9", 244609,  9986598,  0.75,  0.134
38=, 38,  7.010,  598, 606, 614,"VV 3", 254346, 13088718,  0.98,  0.175
39=, 39,  7.117,  614, 619, 625,"VV 4", 328859, 11992770,  0.90,  0.161
40=, 40,  7.234,  625, 634, 642,"VV  ",2226904, 60231280,  4.51,  0.807
41=, 41,  7.386,  647, 652, 671,"VV 10", 145192, 10665644,  0.80,  0.143
42=, 42,  7.611,  671, 680, 694,"VV  ",5523680,181396715, 13.59,  2.430
43=, 43,  7.768,  694, 699, 706,"VV 4", 309398, 13549378,  1.01,  0.182
44=, 44,  7.840,  706, 708, 713,"VV 5", 185939,  4994153,  0.37,  0.067
45=, 45,  7.930,  713, 719, 721,"VV 2", 250575,  7802603,  0.58,  0.105
46=, 46,  7.977,  721, 725, 738,"VV  ", 430740, 15587374,  1.17,  0.209
47=, 47,  8.187,  746, 751, 762,"VV 6",  95904,  4665820,  0.35,  0.063
48=, 48,  8.369,  767, 773, 785,"VV 5",  76508,  4083839,  0.31,  0.055
49=, 49,  8.566,  785, 798, 804,"VV  ", 346753, 11123494,  0.83,  0.149
50=, 50,  8.655,  804, 809, 824,"VV  ",  82886,  4993811,  0.37,  0.067
51=, 51,  8.832,  824, 830, 843,"VV 2", 414646, 18540797,  1.39,  0.248
52=, 52,  8.967,  843, 847, 850,"VV 2", 132463,  3599756,  0.27,  0.048
53=, 53,  9.022,  850, 854, 863,"VV 3", 129206,  6266877,  0.47,  0.084
54=, 54,  9.154,  863, 870, 883,"VV  ", 186684,  9537042,  0.71,  0.128
55=, 55,  9.477,  900, 910, 916,"VV 5", 305694, 12496665,  0.94,  0.167
56=, 56,  9.566,  916, 921, 926,"VV 3", 164910,  6028899,  0.45,  0.081
57=, 57, 10.004,  964, 975, 981,"VV 4", 384906, 12158030,  0.91,  0.163
58=, 58, 10.080,  981, 984,1000,"VV 4",  79760,  4801922,  0.36,  0.064
59=, 59, 10.357, 1000,1018,1061,"VV 3",11670496,531453569, 39.80,  7.119
60=, 60, 10.739, 1061,1065,1071,"VV 9", 134157,  5641640,  0.42,  0.076
61=, 61, 10.845, 1071,1078,1095,"VV 3", 119002,  8454277,  0.63,  0.113
62=, 62, 11.045, 1095,1103,1108,"VV 9",  82259,  3652320,  0.27,  0.049
63=, 63, 11.127, 1108,1113,1121,"VV 8",  97106,  4726655,  0.35,  0.063
64=, 64, 11.380, 1135,1144,1159,"VV  ",3543933,128834349,  9.65,  1.726
65=, 65, 11.539, 1159,1164,1173,"VV 3", 276889, 14623590,  1.10,  0.196
66=, 66, 11.643, 1173,1176,1183,"VV 3", 175724,  7079465,  0.53,  0.095
67=, 67, 11.886, 1201,1206,1214,"VV 3",  75042,  3210466,  0.24,  0.043
68=, 68, 12.042, 1220,1225,1230,"VV 2",  50502,  1811636,  0.14,  0.024
69=, 69, 12.172, 1230,1241,1267,"VV  ",2051251, 78320507,  5.87,  1.049
70=, 70, 12.452, 1267,1276,1287,"VV 4", 255105, 12087798,  0.91,  0.162
71=, 71, 12.585, 1287,1292,1309,"VV 8", 109256,  7198631,  0.54,  0.096
72=, 72, 13.620, 1413,1420,1431,"VV 8",  39625,  1755971,  0.13,  0.024
73=, 73, 13.871, 1431,1451,1463,"PV 5", 469361, 23474209,  1.76,  0.314
74=, 74, 14.007, 1463,1467,1485,"VV 2", 120392,  5690890,  0.43,  0.076
75=, 75, 14.249, 1485,1497,1517,"VV 7", 155061, 11312349,  0.85,  0.152
76=, 76, 14.450, 1517,1522,1527,"VV  ",  41697,  1498685,  0.11,  0.020
77=, 77, 14.862, 1558,1573,1606,"VV  ",4466449,144935350, 10.85,  1.942
78=, 78, 15.170, 1606,1611,1626,"VV 4",  68600,  4006025,  0.30,  0.054
79=, 79, 15.539, 1646,1656,1682,"VV 2", 490476, 22721234,  1.70,  0.304
80=, 80, 15.818, 1682,1690,1701,"VV  ", 260738,  9236480,  0.69,  0.124
81=, 81, 16.057, 1708,1720,1728,"VV  ",  85286,  4754004,  0.36,  0.064
82=, 82, 16.334, 1747,1754,1758,"VV 5",  41874,  1628501,  0.12,  0.022
83=, 83, 16.412, 1758,1763,1768,"VV 4",  66786,  2363034,  0.18,  0.032
84=, 84, 16.513, 1768,1776,1788,"VV  ", 812093, 25226381,  1.89,  0.338
85=, 85, 16.637, 1788,1791,1805,"VV 4",  66055,  3464024,  0.26,  0.046
86=, 86, 17.388, 1866,1884,1887,"PV 4",  35605,  1371582,  0.10,  0.018
87=, 87, 17.455, 1887,1892,1901,"VV 8",  39607,  1953662,  0.15,  0.026
88=, 88, 17.636, 1901,1914,1919,"VV 2", 483389, 16630123,  1.25,  0.223
89=, 89, 17.694, 1919,1921,1937,"VV 2", 254702,  9887228,  0.74,  0.132
90=, 90, 17.890, 1937,1945,1960,"VV 5",  77989,  4374376,  0.33,  0.059
91=, 91, 18.126, 1960,1974,2001,"VV  ",1279722, 56495863,  4.23,  0.757
92=, 92, 18.506, 2009,2021,2034,"VV 6", 188529,  9079830,  0.68,  0.122
93=, 93, 18.653, 2034,2039,2055,"VV 6",  55423,  2769764,  0.21,  0.037
94=, 94, 18.917, 2061,2072,2077,"VV 3",  38866,  1362982,  0.10,  0.018
95=, 95, 18.981, 2077,2080,2092,"VV 3",  31986,  1155315,  0.09,  0.015
96=, 96, 19.139, 2092,2099,2106,"VV 3",  87517,  3135833,  0.23,  0.042
97=, 97, 19.208, 2106,2108,2116,"VV 9",  44439,  1461504,  0.11,  0.020
98=, 98, 19.353, 2116,2126,2127,"VV 10", 121011,  4547082,  0.34,  0.061
99=, 99, 19.401, 2127,2131,2140,"VV 3", 149653,  7920077,  0.59,  0.106
100=,100, 19.484, 2140,2142,2143,"VV  ", 103465,  1392785,  0.10,  0.019
101=,101, 19.547, 2143,2149,2159,"VV 6", 181467, 10048697,  0.75,  0.135
102=,102, 19.701, 2159,2168,2179,"VV  ",1086314, 42963844,  3.22,  0.576
103=,103, 19.834, 2179,2185,2187,"VV 4", 216194,  7801867,  0.58,  0.105
104=,104, 19.932, 2187,2197,2224,"VV  ",33865870,1335270780,100.00, 17.888
105=,105, 20.223, 2224,2233,2238,"VV 2",2819362,109953885,  8.23,  1.473
106=,106, 20.305, 2238,2243,2258,"VV 3",2276002, 96022738,  7.19,  1.286
107=,107, 20.481, 2258,2264,2282,"VV 9", 180950, 12681461,  0.95,  0.170
108=,108, 20.846, 2295,2309,2317,"VV 2", 470507, 17413706,  1.30,  0.233
109=,109, 20.959, 2317,2323,2344,"VV 2", 130444,  8832038,  0.66,  0.118
110=,110, 21.190, 2344,2352,2371,"VV 2", 159930,  8280020,  0.62,  0.111
111=,111, 21.453, 2371,2384,2399,"VV 6", 222346, 11050287,  0.83,  0.148
112=,112, 21.672, 2399,2411,2423,"VV 9",  93675,  6380352,  0.48,  0.085
113=,113, 21.872, 2428,2436,2454,"VV 9",  90533,  4817559,  0.36,  0.065
114=,114, 22.361, 2484,2496,2501,"VV 2", 121514,  4272345,  0.32,  0.057
115=,115, 22.445, 2501,2506,2513,"VV 4", 112470,  3963537,  0.30,  0.053
116=,116, 22.549, 2513,2519,2528,"VV 10",  64460,  2547846,  0.19,  0.034
117=,117, 22.739, 2534,2542,2547,"PV 2",  55121,  2284811,  0.17,  0.031
118=,118, 22.841, 2547,2555,2558,"VV 4",  69268,  2698727,  0.20,  0.036
119=,119, 22.950, 2558,2568,2584,"VV 5", 161160, 11808796,  0.88,  0.158
120=,120, 23.288, 2602,2610,2616,"PV 3",  40121,  1148921,  0.09,  0.015
121=,121, 23.398, 2616,2623,2627,"VV 4", 106888,  3476523,  0.26,  0.047
122=,122, 23.463, 2627,2632,2636,"VV 7",  82139,  3223264,  0.24,  0.043
123=,123, 23.516, 2636,2638,2640,"VV 2",  75217,  1361002,  0.10,  0.018
124=,124, 23.630, 2640,2652,2654,"VV 5", 270593, 10626630,  0.80,  0.142
125=,125, 23.692, 2654,2660,2667,"VV  ", 655385, 22823147,  1.71,  0.306
126=,126, 23.815, 2667,2675,2702,"VV  ",6739900,253175954, 18.96,  3.392
127=,127, 24.054, 2702,2704,2715,"VV 4", 187037,  9781219,  0.73,  0.131
128=,128, 24.174, 2715,2719,2738,"VV 8", 149728, 12004903,  0.90,  0.161
129=,129, 24.434, 2744,2751,2756,"VV 8",  81978,  3592674,  0.27,  0.048
130=,130, 24.578, 2756,2769,2792,"VV 4", 271613, 16877360,  1.26,  0.226
131=,131, 24.917, 2797,2810,2824,"VV 2", 396607, 14618171,  1.09,  0.196
132=,132, 25.172, 2824,2842,2851,"PV  ",2511337, 77378206,  5.79,  1.037
133=,133, 25.293, 2851,2857,2877,"VV 2", 211350, 13662985,  1.02,  0.183
134=,134, 25.476, 2877,2879,2882,"VV 2",  48076,  1018897,  0.08,  0.014
135=,135, 25.516, 2882,2884,2897,"VV 4",  40602,  1405195,  0.11,  0.019
136=,136, 26.202, 2951,2969,2973,"PV 7", 145172,  8297193,  0.62,  0.111
137=,137, 26.251, 2973,2975,2977,"VV 2", 131375,  2150401,  0.16,  0.029
138=,138, 26.285, 2977,2979,2982,"VV 4", 128809,  3376312,  0.25,  0.045
139=,139, 26.325, 2982,2984,2986,"VV 2", 130187,  2490929,  0.19,  0.033
140=,140, 26.422, 2986,2996,3014,"VV  ",1197018, 50754580,  3.80,  0.680
141=,141, 27.042, 3055,3072,3089,"VV  ",3772585,146936631, 11.00,  1.968
142=,142, 27.200, 3089,3091,3118,"VV 3", 228402, 17331935,  1.30,  0.232
143=,143, 27.616, 3138,3143,3144,"VV 3",  69053,  1710264,  0.13,  0.023
144=,144, 28.069, 3188,3198,3213,"VV 3",  66272,  4219181,  0.32,  0.057
145=,145, 28.243, 3213,3220,3226,"VV 10",  52180,  2182828,  0.16,  0.029
146=,146, 28.400, 3226,3239,3266,"VV 4", 314764, 23980150,  1.80,  0.321
147=,147, 28.675, 3266,3273,3280,"VV 4",  48323,  2666592,  0.20,  0.036
148=,148, 29.243, 3334,3343,3346,"VV 8",  56390,  2149674,  0.16,  0.029
149=,149, 29.922, 3416,3427,3432,"PV  ",  85384,  2763132,  0.21,  0.037
150=,150, 30.037, 3432,3441,3457,"VV  ", 101527,  7843333,  0.59,  0.105
151=,151, 30.222, 3457,3464,3473,"VV  ",  33206,  1583240,  0.12,  0.021
152=,152, 30.834, 3531,3539,3543,"VV 2",  34379,  1106607,  0.08,  0.015
153=,153, 31.132, 3568,3576,3583,"VV  ", 199979,  6291281,  0.47,  0.084
