[contents]
count=2
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BaCandBLUE_GC data_PreliminaryVOCs_Incubator_Blanks_Control\JTB-E18-023-07.D
1=,PBM Apex
2=,INT TIC: JTB-E18-023-07.D\data.ms
[PBM Apex]
Time=,Mon Sep 16 12:41:25 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
101=,101, 19.804, 2176,2181,2185,"VV 6",  77154,  2507976,  0.52,  0.055
102=,102, 19.907, 2185,2194,2221,"VV  ",7754027,273021658, 56.11,  6.037
103=,103, 20.194, 2221,2229,2234,"VV 3", 427765, 16118885,  3.31,  0.356
104=,104, 20.275, 2234,2239,2252,"VV 4", 474828, 20609066,  4.24,  0.456
105=,105, 20.435, 2252,2259,2273,"VV 3",  76300,  4756419,  0.98,  0.105
106=,106, 20.823, 2296,2306,2314,"VV 4", 221189,  7636919,  1.57,  0.169
107=,107, 20.940, 2314,2321,2331,"VV 4",  60983,  3846264,  0.79,  0.085
108=,108, 21.170, 2342,2349,2365,"VV 4",  79869,  4804565,  0.99,  0.106
109=,109, 21.425, 2372,2381,2389,"VV 4",  56585,  2825874,  0.58,  0.062
110=,110, 21.628, 2397,2406,2414,"VV 6", 102838,  4946958,  1.02,  0.109
111=,111, 21.817, 2414,2429,2460,"VV 6", 213588, 21385439,  4.40,  0.473
112=,112, 22.427, 2498,2504,2508,"VV 8",  63591,  2419357,  0.50,  0.053
113=,113, 22.511, 2508,2514,2529,"VV 8",  64413,  3185167,  0.65,  0.070
114=,114, 22.942, 2555,2567,2587,"VV 5", 125326,  8417151,  1.73,  0.186
115=,115, 23.378, 2613,2621,2630,"VV 5",  58820,  3005452,  0.62,  0.066
116=,116, 23.603, 2630,2649,2655,"VV 5", 237723, 16059575,  3.30,  0.355
117=,117, 23.667, 2655,2657,2663,"VV 4", 141064,  5104213,  1.05,  0.113
118=,118, 23.795, 2663,2672,2707,"VV  ",4864022,188254184, 38.69,  4.163
119=,119, 24.093, 2707,2709,2716,"VV 6",  97236,  3990688,  0.82,  0.088
120=,120, 24.214, 2716,2724,2735,"VV 2", 145170,  9108028,  1.87,  0.201
121=,121, 24.372, 2735,2743,2749,"VV 2", 257199,  8432540,  1.73,  0.186
122=,122, 24.485, 2749,2757,2762,"VV 7", 111116,  5806387,  1.19,  0.128
123=,123, 24.559, 2762,2766,2778,"VV 3", 119647,  5390782,  1.11,  0.119
124=,124, 24.769, 2778,2792,2800,"VV 6", 212144, 14958897,  3.07,  0.331
125=,125, 24.893, 2800,2808,2830,"VV  ", 296890, 17356144,  3.57,  0.384
126=,126, 25.150, 2830,2839,2849,"VV  ",1008255, 32518310,  6.68,  0.719
127=,127, 25.273, 2849,2854,2870,"VV 6", 114014,  6393337,  1.31,  0.141
128=,128, 26.147, 2956,2962,2964,"VV 5",  33636,   759910,  0.16,  0.017
129=,129, 26.176, 2964,2965,2978,"VV 6",  36886,  1262084,  0.26,  0.028
130=,130, 26.400, 2978,2993,3002,"PV 3", 107359,  3451873,  0.71,  0.076
131=,131, 27.013, 3058,3068,3087,"VV  ",3120051,116761316, 24.00,  2.582
132=,132, 27.176, 3087,3089,3114,"VV 6", 137196,  8127897,  1.67,  0.180
133=,133, 28.050, 3186,3196,3201,"PV 9",  72372,  2385512,  0.49,  0.053
134=,134, 28.118, 3201,3205,3210,"VV 5",  35594,  1296961,  0.27,  0.029
135=,135, 28.337, 3215,3232,3259,"VV  ", 679463, 40365004,  8.30,  0.893
136=,136, 28.663, 3266,3272,3275,"VV 7",  34134,  1084593,  0.22,  0.024
137=,137, 28.743, 3275,3281,3287,"VV 3", 119656,  3199196,  0.66,  0.071
138=,138, 29.255, 3330,3344,3353,"VV 3",  27354,  1612185,  0.33,  0.036
139=,139, 29.603, 3381,3387,3392,"VV 6",  30374,  1015763,  0.21,  0.022
140=,140, 29.684, 3392,3397,3402,"VV 8",  33096,  1373326,  0.28,  0.030
141=,141, 29.982, 3417,3434,3457,"VV 3", 267651, 21889153,  4.50,  0.484
142=,142, 30.182, 3457,3459,3471,"VV 3",  41688,  2017374,  0.41,  0.045
143=,143, 30.808, 3528,3536,3547,"VV 6",  43111,  1827641,  0.38,  0.040
144=,144, 31.107, 3559,3572,3578,"PV 9",  48567,  2026931,  0.42,  0.045
145=,145, 31.219, 3578,3586,3602,"VV 2", 190861,  7476772,  1.54,  0.165
146=,146, 31.914, 3652,3672,3697,"PV 9", 149506, 13166025,  2.71,  0.291
147=,147, 32.632, 3744,3760,3767,"VV 9",  93141,  3190691,  0.66,  0.071
148=,148, 33.122, 3811,3820,3830,"VV 5",  55696,  2239812,  0.46,  0.050
149=,149, 33.901, 3910,3916,3918,"PV 7",  12728,   260572,  0.05,  0.006
150=,150, 33.926, 3918,3920,3921,"VV 2",  18696,   196942,  0.04,  0.004
151=,151, 33.953, 3921,3923,3927,"VV 4",  12786,   226092,  0.05,  0.005
152=,152, 34.518, 3978,3992,4003,"PV 5", 137373,  6852334,  1.41,  0.152
153=,153, 34.673, 4003,4011,4013,"VV 9",  40956,  1734773,  0.36,  0.038
154=,154, 34.728, 4013,4018,4027,"VV 9",  38201,  2393010,  0.49,  0.053
155=,155, 35.157, 4059,4071,4073,"PV 9",  23932,   948423,  0.19,  0.021
156=,156, 35.281, 4078,4086,4096,"VV 9",  25709,   924495,  0.19,  0.020
157=,157, 35.423, 4096,4104,4117,"VV 9",  47936,  2862608,  0.59,  0.063
158=,158, 35.582, 4117,4123,4127,"VV 8",  30356,  1094958,  0.23,  0.024
159=,159, 35.634, 4127,4130,4141,"VV 8",  33721,  1021875,  0.21,  0.023
160=,160, 35.871, 4141,4159,4163,"VV 8",  14277,  1216296,  0.25,  0.027
161=,161, 35.947, 4163,4168,4171,"VV 6",  19155,   542440,  0.11,  0.012
162=,162, 36.068, 4171,4183,4188,"VV 6",  40712,  2066241,  0.42,  0.046
163=,163, 36.152, 4188,4194,4201,"VV 6",  29251,  1330351,  0.27,  0.029
164=,164, 36.277, 4201,4209,4221,"VV 7", 126548,  4936718,  1.01,  0.109
165=,165, 36.409, 4221,4225,4232,"VV 10",  39716,  1439664,  0.30,  0.032
166=,166, 36.631, 4245,4252,4257,"VV 9",  27954,  1181505,  0.24,  0.026
167=,167, 36.966, 4284,4294,4296,"PV 8",  24298,   771934,  0.16,  0.017
168=,168, 37.037, 4296,4302,4312,"VV 8",  87272,  3016398,  0.62,  0.067
169=,169, 37.315, 4325,4337,4350,"PV 5",  99967,  4372292,  0.90,  0.097
170=,170, 37.435, 4350,4352,4353,"VBA ",  12673,   433354,  0.09,  0.010
