[contents]
count=2
Name=,X:\data\JTB-E02\BACandBLUE\JTB-E02-199-11.D
1=,PBM Apex
2=,INT TIC: JTB-E02-199-11.D\data.ms
[PBM Apex]
Time=,Wed Apr 03 17:07:42 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
117=,117, 24.430, 2740,2751,2756,"VV 3", 152898,  6299383,  0.47,  0.091
118=,118, 24.575, 2756,2768,2786,"VV 2", 252531, 14859692,  1.11,  0.214
119=,119, 24.913, 2799,2810,2831,"VV  ", 345932, 13193320,  0.99,  0.190
120=,120, 25.169, 2831,2841,2851,"PV  ",2368450, 71594359,  5.37,  1.031
121=,121, 25.291, 2851,2857,2869,"VV 10", 118688,  5861111,  0.44,  0.084
122=,122, 25.406, 2869,2871,2872,"VV 2",  27996,   400699,  0.03,  0.006
123=,123, 25.458, 2872,2877,2880,"VV 6",  26788,   867756,  0.07,  0.013
124=,124, 25.495, 2880,2882,2891,"VV 10",  35242,  1147406,  0.09,  0.017
125=,125, 26.419, 2972,2995,3017,"VV 2", 848541, 41166703,  3.09,  0.593
126=,126, 26.623, 3017,3020,3032,"VV 2",  74851,  4848764,  0.36,  0.070
127=,127, 26.733, 3032,3034,3037,"VV 3",  59842,  1492666,  0.11,  0.022
128=,128, 26.840, 3043,3047,3054,"VV 7",  65589,  2962120,  0.22,  0.043
129=,129, 27.041, 3061,3072,3088,"VV  ",2784906,105685639,  7.93,  1.523
130=,130, 27.200, 3088,3092,3105,"VV 6", 187393, 10028700,  0.75,  0.144
131=,131, 27.622, 3134,3143,3148,"VV 6",  51978,  2561138,  0.19,  0.037
132=,132, 28.071, 3190,3199,3211,"PV 6",  48461,  2103258,  0.16,  0.030
133=,133, 28.239, 3211,3219,3225,"PV 10",  37380,  1120076,  0.08,  0.016
134=,134, 28.394, 3225,3238,3265,"VV  ", 249664, 18029864,  1.35,  0.260
135=,135, 28.678, 3265,3273,3282,"VV 8",  28021,  1384351,  0.10,  0.020
136=,136, 28.803, 3282,3289,3298,"PV 8",  52718,  1574802,  0.12,  0.023
137=,137, 29.249, 3335,3344,3361,"PV 8",  37621,  2011982,  0.15,  0.029
138=,138, 29.922, 3413,3427,3432,"BV 3",  68419,  1739266,  0.13,  0.025
139=,139, 30.040, 3432,3441,3455,"VV 4",  85513,  5460855,  0.41,  0.079
140=,140, 30.161, 3455,3456,3460,"VV 4",  10444,   123585,  0.01,  0.002
141=,141, 30.832, 3527,3539,3552,"BV 8",  32566,  1243935,  0.09,  0.018
142=,142, 31.054, 3560,3566,3569,"VV  ",  31548,   823375,  0.06,  0.012
143=,143, 31.131, 3569,3575,3583,"VV  ", 126191,  4028211,  0.30,  0.058
144=,144, 31.239, 3583,3589,3602,"VV  ", 122916,  4245776,  0.32,  0.061
145=,145, 32.005, 3670,3683,3705,"VV  ",  80895,  7584363,  0.57,  0.109
146=,146, 32.693, 3759,3768,3782,"VV  ",  37128,  1485327,  0.11,  0.021
147=,147, 33.129, 3813,3821,3831,"VV 5",  49349,  1991879,  0.15,  0.029
148=,148, 34.587, 3990,4001,4011,"PV 5",  55701,  2563904,  0.19,  0.037
149=,149, 34.998, 4037,4051,4062,"PV 2", 185305,  5399444,  0.41,  0.078
150=,150, 36.346, 4204,4217,4225,"PV 2",  28858,  1003658,  0.08,  0.014
151=,151, 37.392, 4336,4346,4351,"PV 2",  17246,   582274,  0.04,  0.008
