Peak_ID,Name
Peak_201,Peak_201
Peak_202,"Methane, sulfinylbis- (CAS) $$ Dimethyl sulfoxide $$ DMSO $$ DMS 70 $$ DMS 90 $$ (DMSO) $$ SQ 9453 $$ Dimethyl sulphoxide $$ Hyadur $$ Dolicur $$ Dromisol $$ Durasorb $$ Dimexide $$ Somipront $$ Demsodrox $$ Infiltrina $$ Methyl sulfoxide $$ SQ 9453 roxye"
Peak_203,Peak_203
Peak_204,TERPINENE 1-OL
Peak_205,16-oxosalutaridine
Peak_206,"endo,exo-3,7-dioxatetracyclo[3.3.2.0(2,4).0(6,8)]decan $$ 3,7-Dioxatetracyclo[3.3.2.02,4.06,8]decane, (1.alpha.,2.alpha.,4.alpha.,5.alpha.,6.alpha.,8.alpha.)-"
Peak_207,Peak_207
Peak_208,"3,6-Dimethyl-2,3,3A,4,5,7A-hexahydrobenzofuran $$ Benzofuran, 2,3,3a,4,5,7a-hexahydro-3,6-dimethyl-"
Peak_209,Peak_209
Peak_210,TERPINEOL-4
Peak_211,"Dihydrocarvone $$ Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans- (CAS) $$ Carvone, dihydro- $$ trans-Dihydrocarvone $$ p-Menth-8-en-2-one, trans- $$ d-Dihydrocarvone $$ 4-[(1'-methyl)vinyl]-1-methylcyclohexan-2-one $$ p-Menth-8-en-2-one, E-"
Peak_212,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl- (CAS) $$ 1-p-Menthen-9-al $$ .alpha.,4-Dimethyl-3-cyclohexene-1-acetaldehyde $$ p-Menth-1-en-9-al"
Peak_213,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl- (CAS) $$ 1-p-Menthen-9-al $$ .alpha.,4-Dimethyl-3-cyclohexene-1-acetaldehyde $$ p-Menth-1-en-9-al"
Peak_214,.BETA.-CYCLOCITRAL
Peak_215,Peak_215
Peak_216,"Dihydrocarvone $$ Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans- (CAS) $$ Carvone, dihydro- $$ trans-Dihydrocarvone $$ p-Menth-8-en-2-one, trans- $$ d-Dihydrocarvone $$ 4-[(1'-methyl)vinyl]-1-methylcyclohexan-2-one $$ p-Menth-8-en-2-one, E-"
Peak_217,"3-AMINO-5-PHENYL-1,2,4-OXADIAZOLE $$ 1,2,4-Oxadiazol-3-amine, 5-phenyl- (CAS) $$ 1,2,4-Oxadiazole, 3-amino-5-phenyl-"
Peak_218,"Cyclohexanol, 1-methyl-4-(1-methylethenyl)- (CAS) $$ .beta.-Terpineol $$ TRANS .BETA.-TERPINEOL $$ CYCLOHEXANOL, 4-ISOPROPENYL-1-METHYL- $$ p-Menth-8-en-1-ol $$ BETA-TERPINEOL $$ t-Menth-1-en-8-ol"
Peak_219,"1,3-Benzenediol, 4,5-dimethyl- (CAS) $$ 4,5-Dimethylresorcinol $$ o-Xylorcinol $$ Resorcinol, 4,5-dimethyl- $$ 1,3-Dihydroxy-4,5-dimethylbenzene $$ 3,5-Dihydroxy-1,2-dimethylbenzene $$ 1,2-Dimethyl-3,5-dihydroxybenzene $$ 4,5-Dimethyl-1,3-dihydroxybenzene"
Peak_220,SAFRANAL
Peak_221,Peak_221
Peak_222,Methyl-d3 1-Dideuterio-2-propenyl Ether
Peak_223,"Benzo[b]thiophene, 2,5,7-trimethyl- (CAS) $$ 2,5,7-TRIMETHYLBENZO[B]THIOPHENE $$ 2,5,7-TRIMETHYL-1-THIAINDENE"
Peak_224,Methyl-d3 1-Dideuterio-2-propenyl Ether
Peak_225,"3,3-Dimethyl-1-phenyltriazene $$ 1-Triazene, 3,3-dimethyl-1-phenyl- $$ PDMT $$ Triazene, 3,3-dimethyl-1-phenyl- $$ 1-Phenyl-3,3-dimethyltriazene $$ PDT $$ X 119 $$ Dmpt $$ 1-Fenyl-3,3-dimethyltriazin $$ NSC 3094 $$ Phenyl-dimethyl-triazine $$ 1-Phenyl-3,3"
Peak_226,Peak_226
Peak_227,Peak_227
Peak_228,N-benzenesulphonyl-pyrrole
Peak_229,"Benzaldehyde, 4-methoxy-, oxime (CAS) $$ p-Methoxybenzaldoxime $$ Anisaldoxime $$ p-Anisaldehyde oxime $$ 4-Methoxybenzaldoxime $$ p-Anisaldehyde, oxime $$ p-Methoxybenzaldehyde oxime $$ 4-Methoxybenzaldehyde oxime"
Peak_230,Peak_230
Peak_231,Peak_231
Peak_232,Peak_232
Peak_233,CIS-.BETA.-SANTALOL
Peak_234,.BETA. FENCHYL ALCOHOL
Peak_235,"1,7,7-trimethyl-2-hydroxybicyclo[2.2.1]heptane"
Peak_236,Peak_236
Peak_237,Peak_237
Peak_238,Peak_238
Peak_239,Peak_239
Peak_240,"1-(2,6-Dimethyl-3,4-dihydro-2H-pyran-2-yl)-2-diazo-1-ethanone"
Peak_241,Peak_241
Peak_242,Peak_242
Peak_243,Peak_243
Peak_244,"Cyanic acid, phenyl ester (CAS) $$ Phenyl cyanate"
Peak_245,Benzensulfonamide
Peak_246,Peak_246
Peak_247,Peak_247
Peak_248,"1-CHLORO-2,3-DIMETHYL-6-NITROBENZENE $$ Benzene, 2-chloro-3,4-dimethyl-1-nitro- (CAS) $$ o-Xylene, 3-chloro-4-nitro-"
Peak_249,Peak_249
Peak_250,"3,4-dimethyl-4-hydroxynaphthalen-1(4H)-one $$ 1(4H)-Naphthalenone, 4-hydroxy-3,4-dimethyl-"
Peak_251,Peak_251
Peak_252,Peak_252
Peak_253,Peak_253
Peak_254,"Naphthalene, 1,2-dihydro-1,1,6-trimethyl- (CAS) $$ 1,1,6-trimethyl-1,2-dihydronaphthalene $$ 3,8,8-Trimethildihydronaphthalene"
Peak_255,Peak_255
Peak_256,iso-VALERIC ACID
Peak_257,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $"
Peak_258,Peak_258
Peak_259,Peak_259
Peak_260,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $"
Peak_261,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $"
Peak_262,"Pentanoic acid (CAS) $$ Valeric acid $$ n-Valeric acid $$ Valerianic acid $$ n-Pentanoic acid $$ Propylacetic acid $$ 1-Butanecarboxylic acid $$ n-C4H9COOH $$ Butanecarboxylic acid $$ Valeric acid, N- $$ Kyselina valerova $$ NA 1760"
Peak_263,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $"
Peak_264,"Thieno[3,2-c]pyridine 5-Oxide Hemihydrate $$ Thieno[3,2-c]pyridine, 5-oxide (CAS)"
Peak_265,Peak_265
Peak_266,3-hydroxy-5-methoxybenzaldehyde
Peak_267,Peak_267
Peak_268,Peak_268
Peak_269,Peak_269
Peak_270,Peak_270
Peak_271,"SANTENE $$ BICYCLO[2.2.1]HEPT-2-ENE, 2,3-DIMETHYL"
Peak_272,1-(2-Methylbutyl)-2-formyl pyrrole
Peak_273,Peak_273
Peak_274,Peak_274
Peak_275,1-Isoamyl-2-formyl pyrrole
Peak_276,"Epi-.beta.-santalol $$ 2-Penten-1-ol, 2-methyl-5-(2-methyl-3-methylenebicyclo[2.2.1]hept-2-yl)-, [1R-[1.alpha.,2.beta.(Z),4.alpha.]]- $$ (+)-Epi-.beta.-santalol"
Peak_277,Peak_277
Peak_278,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer"
Peak_279,Peak_279
Peak_280,".beta.-Damascenone $$ 2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-, (E)- (CAS) $$ Damascenone $$ Damascenone, trans- $$ trans-.beta.-Damascenone $$ 2,6,6-Trimethyl-1-trans-crotonoyl-1,3-cyclohexadiene $$ (E)-1-(2,6,6-trimethylcyclohexa-1,3-d"
Peak_281,"1-(5-Methyl-2-pyrazyl)-1-heptene $$ Pyrazine, 2-(1-heptenyl)-5-methyl-, (E)- (CAS) $$ 2-(1-hept-1-enyl)-5-methylpyrazine"
Peak_282,Peak_282
Peak_283,"1,3-Cyclopentadiene, trimethyl- (CAS) $$ Trimethylcyclopentadiene $$ Cyclopentadiene, trimethyl-"
Peak_284,Peak_284
Peak_285,"trans-Carveol $$ 2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, trans- (CAS) $$ p-Mentha-6,8-dien-2-ol, trans- $$ trans-Mentha-1,8-dien-6-ol"
Peak_286,Peak_286
Peak_287,"Phenol, 2,3,5,6-tetramethyl- (CAS) $$ Durenol $$ Phenol, tetramethyl- $$ 2,3,5,6-Tetramethylphenol $$ Durophenol"
Peak_288,Peak_288
Peak_289,Peak_289
Peak_290,carveol 2
Peak_291,Benzenemethanol (CAS) $$ Benzyl alcohol $$ Benzal alcohol $$ Phenylmethanol $$ Phenylcarbinol $$ Benzenecarbinol $$ .alpha.-Toluenol $$ .alpha.-Hydroxytoluene $$ (Hydroxymethyl)benzene $$ Phenylmethyl alcoholine $$ Phenylmethyl alcohol $$ Benzoyl alcohol
Peak_292,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa"
Peak_293,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa"
Peak_294,Peak_294
Peak_295,Peak_295
Peak_296,"1H-Indole, 2,3-dihydro-1,3,3-trimethyl-2-methylene- (CAS) $$ Fischer base $$ Fischer's base $$ 2-Methylene-1,3,3-trimethylindoline $$ 1,3,3-Trimethyl-2-methyleneindoline $$ Indoline, 1,3,3-trimethyl-2-methylene- $$ Fischers Base $$ Indoline, 2-methylene-1"
Peak_297,Peak_297
Peak_298,Peak_298
Peak_299,"Benzeneethanol (CAS) $$ Phenethyl alcohol $$ PEA $$ PHENETHYL ALCOLHOL $$ Phenethanol $$ .beta.-PEA $$ Benzyl carbinol $$ 2-Phenylethanol $$ Ethanol, 2-phenyl- $$ 2-Phenethyl alcohol $$ .beta.-Phenylethanol $$ .beta.-Phenethyl alcohol $$ .beta.-Hydroxyeth"
Peak_300,BUTYL HYDROXY TOLUENE
Peak_301,.ALPHA.-CALACORENE
Peak_302,"Indolizine (CAS) $$ Indolizin $$ Pyrrocolin $$ Pyrrocoline $$ Pyrrolo[1,2-a]pyridine"
Peak_303,Peak_303
Peak_304,"6-chloro-11,11-dimethyl-10,11-dihydro-7,10-epoxy-7H-cyclohepta[d]-1,2,4-triazolo[1,5-b]pyridazine $$ 7,10-Epoxy-7H-cyclohepta[d]tetrazolo[1,5-b]pyridazine, 6-chloro-10,11-dihydro-11,11-dimethyl-"
Peak_305,Peak_305
Peak_306,"1-(5-Methyl-2-pyrazyl)-1-heptene $$ Pyrazine, 2-(1-heptenyl)-5-methyl-, (E)- (CAS) $$ 2-(1-hept-1-enyl)-5-methylpyrazine"
Peak_307,"Benzofurazan, 5-(dimethylamino)- (CAS)"
Peak_308,Peak_308
Peak_309,"Benzene, 1-(1,3-dimethyl-3-butenyl)-4-fluoro- (CAS) $$ 1-PENTENE, 4-(4-FLUOROPHENYL)-2-METHYL-"
Peak_310,Peak_310
Peak_311,Peak_311
Peak_312,Peak_312
Peak_313,Peak_313
Peak_314,Peak_314
Peak_315,Peak_315
Peak_316,"Bicyclo[3.2.1]oct-2-ene, 3-methyl-4-methylene- (CAS)"
Peak_317,"Benzene, 1,4-dimethyl-2,5-bis(1-methylethyl)- (CAS) $$ 1,4-Dimethyl-2,5-diisopropylbenzene $$ p-Xylene, 2,5-diisopropyl- $$ 1,4-Diisopropyl-2,5-dimethylbenzene $$ 2,5-Diisopropyl-p-xylene"
Peak_318,Peak_318
Peak_319,1H-Pyrrole-2-carboxaldehyde (CAS) $$ 2-Formylpyrrole $$ Pyrrole-2-aldehyde $$ Pyrrole-2-carboxaldehyde $$ 2-Pyrrolylcarboxaldehyde $$ .alpha.-Pyrrolaldehyde $$ 2-Pyrrolecarbaldehyde $$ 2-Pyrrolecarboxaldehyde
Peak_320,"Cinnoline, 4-ethyl-3-methyl- (CAS)"
Peak_321,2-ACETYL-6-METHOXYNAPHTHALENE
Peak_322,Peak_322
Peak_323,Peak_323
Peak_324,Peak_324
Peak_325,Peak_325
Peak_326,"1,5,9-trimethyl-2-oxatricyclo[7.3.0.0(3,8)]dodec-3(8),4,6-triene"
Peak_327,"1H-Inden-1-one, 2,3-dihydro-3,3,5,6-tetramethyl- (CAS) $$ 3,3,5,6-TETRAMETHYL-1-INDANONE"
Peak_328,Peak_328
Peak_329,Peak_329
Peak_330,Peak_330
Peak_331,Peak_331
Peak_332,Peak_332
Peak_333,EUGENOL
Peak_334,Peak_334
Peak_335,Peak_335
Peak_336,Peak_336
Peak_337,Peak_337
