"Path","File","Date Acquired","Sample","Misc"
"Z:\data\JTB-E02\BACandBLUE\","JTB-E02-192-12.D","18 Dec 2018  11:34    ","2H_CTRL01","P10:E5 BAC-01"
"PBM Apex"
"Tue Dec 18 16:40:59 2018"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
102, 18.9824, 0.0797,"N-PHENYL-ACETIDIN-2-ONE", 33181,"000000-00-0",47
103, 19.1286, 0.0391,"1-Hexanol, 2-ethyl- (CAS) $$ 2-Ethylhexanol $$ 2-Ethyl-1-hexanol $$ Ethylhexanol $$ 2-Ethylhexan-1-ol $$ 2-Ethylhexyl alcohol $$ 2-Ethyl-hexanol-1 $$ Ethylhexyl alcohol $$ Octyl alcohol $$ 2-Ethylhexanol-1", 21136,"000104-76-7",72
104, 19.3231, 0.0140,"P-T-BUTYLBENZYL ALCOHOL", 49477,"000000-00-0",58
105, 19.3977, 0.0612,"Ethanone, 1-(2-furanyl)- (CAS) $$ 2-Acetylfuran $$ 2-Furyl methyl ketone $$ Acetylfuran $$ Methyl 2-furyl ketone $$ Ketone, 2-furyl methyl $$ Furyl methyl ketone $$ Furan, 2-acetyl- $$ 1-(2-Furanyl)ethanone",  9646,"001192-62-7",87
106, 19.5546, 0.1156,"Bicyclo[4.1.0]heptan-2-one, 3,5,5-trimethyl- (CAS) $$ 3,5,5-TRIMETHYL-BICYCLO(4.1.O)HEPTANE-2-ONE $$ 2-Norcaranone, 3,5,5-dimethyl- $$ 2-Norcaranone, 3,5,5-trimethyl-, stereoisomer", 38263,"029750-24-1",44
107, 19.6964, 0.3840,"2,2-Dimethyl-N-phenylpropanethioamide", 77230,"005260-00-4",55
108, 19.8229, 0.2123,"DILL ETHER", 37971,"000000-00-0",95
109, 19.9201, 0.1817,"benzaldehyde",  8608,"000100-52-7",93
110, 20.1080, 0.3320,"Bicyclo[2.2.1]hept-2-ene, 2,7,7-trimethyl- $$ 2-Norbornene, 2,7,7-trimethyl- $$ .zeta.-Fenchene", 25144,"000514-14-7",90
111, 20.2142, 3.7400,"(+,-)-(2R,5R)-2,10,10-Trimethyl-6-methylidene-1-oxaspiro(4.5)dec-7-ene $$ 1-Oxaspiro[4.5]dec-7-ene, 2,10,10-trimethyl-6-methylene-, trans-(.+-.)- (CAS)", 76534,"066965-94-4",94
112, 20.2945, 2.6456,"(+,-)-(2R,5R)-2,10,10-Trimethyl-6-methylidene-1-oxaspiro(4.5)dec-7-ene $$ 1-Oxaspiro[4.5]dec-7-ene, 2,10,10-trimethyl-6-methylene-, trans-(.+-.)- (CAS)", 76534,"066965-94-4",95
113, 20.4743, 0.0862,"[1]benzothieno[2,3-c]quinolin-6(5H)-thione $$ [1]Benzothieno[2,3-c]quinoline-6(5H)-thione",150570,"115172-83-3",50
114, 20.6709, 0.0568,"3-Decen-5-one (CAS) $$ DECA-3-ENE-5-ONE", 39964,"032064-73-6",38
115, 20.8387, 0.7150,"LINALOOL L", 40593,"000078-70-6",97
116, 20.9546, 0.1951,"2-Methyl-benzo(b)thiophene-1-oxide $$ Benzo[b]thiophene, 2-methyl-, 1-oxide (CAS) $$ 2-Methylbenzo[b]thiophene oxide", 48560,"033945-86-7",59
117, 21.1835, 0.2471,"N-OCTANOL", 21215,"000111-87-5",90
118, 21.4521, 0.1778,"Methane, sulfinylbis- (CAS) $$ Dimethyl sulfoxide $$ DMSO $$ DMS 70 $$ DMS 90 $$ (DMSO) $$ SQ 9453 $$ Dimethyl sulphoxide $$ Hyadur $$ Dolicur $$ Dromisol $$ Durasorb $$ Dimexide $$ Somipront $$ Demsodrox $$ Infiltrina $$ Methyl sulfoxide $$ SQ 9453 roxye",  2091,"000067-68-5",94
119, 21.6963, 0.1205,"TERPINENE 1-OL", 40591,"000586-82-3",95
120, 21.8701, 0.0719,"16-oxosalutaridine",206326,"094707-61-6",38
121, 22.0668, 0.0295,"endo,exo-3,7-dioxatetracyclo[3.3.2.0(2,4).0(6,8)]decan $$ 3,7-Dioxatetracyclo[3.3.2.02,4.06,8]decane, (1.alpha.,2.alpha.,4.alpha.,5.alpha.,6.alpha.,8.alpha.)-", 26193,"099396-12-0",43
122, 22.3136, 0.0428,"3,6-Dimethyl-2,3,3A,4,5,7A-hexahydrobenzofuran $$ Benzofuran, 2,3,3a,4,5,7a-hexahydro-3,6-dimethyl-", 38479,"070786-44-6",90
123, 22.4421, 0.1563,"TERPINEOL-4", 40615,"000562-74-3",97
124, 22.5403, 0.1291,"Dihydrocarvone $$ Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans- (CAS) $$ Carvone, dihydro- $$ trans-Dihydrocarvone $$ p-Menth-8-en-2-one, trans- $$ d-Dihydrocarvone $$ 4-[(1'-methyl)vinyl]-1-methylcyclohexan-2-one $$ p-Menth-8-en-2-one, E-", 38206,"005948-04-9",96
125, 22.7382, 0.0793,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl- (CAS) $$ 1-p-Menthen-9-al $$ .alpha.,4-Dimethyl-3-cyclohexene-1-acetaldehyde $$ p-Menth-1-en-9-al", 37803,"029548-14-9",81
126, 22.8305, 0.0838,"3-Cyclohexene-1-acetaldehyde, .alpha.,4-dimethyl- (CAS) $$ 1-p-Menthen-9-al $$ .alpha.,4-Dimethyl-3-cyclohexene-1-acetaldehyde $$ p-Menth-1-en-9-al", 37803,"029548-14-9",70
127, 22.9164, 0.2076,".BETA.-CYCLOCITRAL", 38103,"000000-00-0",91
128, 23.0953, 0.0191,"Dihydrocarvone $$ Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans- (CAS) $$ Carvone, dihydro- $$ trans-Dihydrocarvone $$ p-Menth-8-en-2-one, trans- $$ d-Dihydrocarvone $$ 4-[(1'-methyl)vinyl]-1-methylcyclohexan-2-one $$ p-Menth-8-en-2-one, E-", 38209,"005948-04-9",86
129, 23.1658, 0.0178,"3-AMINO-5-PHENYL-1,2,4-OXADIAZOLE $$ 1,2,4-Oxadiazol-3-amine, 5-phenyl- (CAS) $$ 1,2,4-Oxadiazole, 3-amino-5-phenyl-", 46119,"007788-14-9",43
130, 23.2864, 0.0246,"Cyclohexanol, 1-methyl-4-(1-methylethenyl)- (CAS) $$ .beta.-Terpineol $$ TRANS .BETA.-TERPINEOL $$ CYCLOHEXANOL, 4-ISOPROPENYL-1-METHYL- $$ p-Menth-8-en-1-ol $$ BETA-TERPINEOL $$ t-Menth-1-en-8-ol", 40306,"000138-87-4",93
131, 23.3879, 0.1151,"1,3-Benzenediol, 4,5-dimethyl- (CAS) $$ 4,5-Dimethylresorcinol $$ o-Xylorcinol $$ Resorcinol, 4,5-dimethyl- $$ 1,3-Dihydroxy-4,5-dimethylbenzene $$ 3,5-Dihydroxy-1,2-dimethylbenzene $$ 1,2-Dimethyl-3,5-dihydroxybenzene $$ 4,5-Dimethyl-1,3-dihydroxybenzene", 26110,"000527-55-9",43
132, 23.6212, 0.2565,"SAFRANAL", 36065,"000116-26-7",97
133, 23.8103, 1.5490,"Methyl-d3 1-Dideuterio-2-propenyl Ether",  1498,"000000-00-0", 5
134, 23.9390, 0.1756,"Benzo[b]thiophene, 2,5,7-trimethyl- (CAS) $$ 2,5,7-TRIMETHYLBENZO[B]THIOPHENE $$ 2,5,7-TRIMETHYL-1-THIAINDENE", 60750,"016587-65-8",32
135, 24.0259, 0.0617,"Methyl-d3 1-Dideuterio-2-propenyl Ether",  1498,"000000-00-0", 9
136, 24.1822, 0.1657,"3,3-Dimethyl-1-phenyltriazene $$ 1-Triazene, 3,3-dimethyl-1-phenyl- $$ PDMT $$ Triazene, 3,3-dimethyl-1-phenyl- $$ 1-Phenyl-3,3-dimethyltriazene $$ PDT $$ X 119 $$ Dmpt $$ 1-Fenyl-3,3-dimethyltriazin $$ NSC 3094 $$ Phenyl-dimethyl-triazine $$ 1-Phenyl-3,3", 34551,"007227-91-0",12
137, 24.4394, 0.0498,"N-benzenesulphonyl-pyrrole", 92171,"000000-00-0",25
138, 24.5792, 0.1034,"Benzaldehyde, 4-methoxy-, oxime (CAS) $$ p-Methoxybenzaldoxime $$ Anisaldoxime $$ p-Anisaldehyde oxime $$ 4-Methoxybenzaldoxime $$ p-Anisaldehyde, oxime $$ p-Methoxybenzaldehyde oxime $$ 4-Methoxybenzaldehyde oxime", 36562,"003235-04-9",53
139, 24.9142, 0.6306,"CIS-.BETA.-SANTALOL",106034,"000077-42-9",50
140, 25.1703, 2.8037,".BETA. FENCHYL ALCOHOL", 40589,"000470-08-6",91
141, 25.2926, 0.1673,"1,7,7-trimethyl-2-hydroxybicyclo[2.2.1]heptane", 40399,"000507-70-0",90
142, 25.7183, 0.0226,"1-(2,6-Dimethyl-3,4-dihydro-2H-pyran-2-yl)-2-diazo-1-ethanone", 37033,"000000-00-0",64
143, 25.9179, 0.0144,"Cyanic acid, phenyl ester (CAS) $$ Phenyl cyanate", 14476,"001122-85-6",35
144, 25.9929, 0.0134,"Benzensulfonamide", 42987,"000000-00-0",40
145, 26.1032, 0.0166,"1-CHLORO-2,3-DIMETHYL-6-NITROBENZENE $$ Benzene, 2-chloro-3,4-dimethyl-1-nitro- (CAS) $$ o-Xylene, 3-chloro-4-nitro-", 69733,"052328-28-6",25
146, 26.1926, 0.0431,"3,4-dimethyl-4-hydroxynaphthalen-1(4H)-one $$ 1(4H)-Naphthalenone, 4-hydroxy-3,4-dimethyl-", 72787,"078127-79-4",83
147, 26.4173, 1.8670,"Naphthalene, 1,2-dihydro-1,1,6-trimethyl- (CAS) $$ 1,1,6-trimethyl-1,2-dihydronaphthalene $$ 3,8,8-Trimethildihydronaphthalene", 57820,"030364-38-6",95
148, 26.6150, 0.0428,"iso-VALERIC ACID",  7593,"000503-74-2",38
149, 26.6431, 0.0435,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",  7431,"000503-74-2",35
150, 26.7760, 0.0469,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",  7427,"000503-74-2",53
151, 26.8028, 0.0183,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",  7427,"000503-74-2",50
152, 26.8288, 0.0403,"Pentanoic acid (CAS) $$ Valeric acid $$ n-Valeric acid $$ Valerianic acid $$ n-Pentanoic acid $$ Propylacetic acid $$ 1-Butanecarboxylic acid $$ n-C4H9COOH $$ Butanecarboxylic acid $$ Valeric acid, N- $$ Kyselina valerova $$ NA 1760",  7416,"000109-52-4",49
153, 26.8999, 0.0411,"Butanoic acid, 3-methyl- (CAS) $$ Isovaleric acid $$ Delphinic acid $$ 3-Methylbutyrate $$ Isopentanoic acid $$ Isopropylacetic acid $$ 3-Methylbutyric acid $$ 3-Methylbutanoic acid $$ Acetic acid, isopropyl- $$ .beta.-Methylbutyric acid $$ iso-C4H9COOH $",  7427,"000503-74-2",43
154, 27.0370, 1.1230,"Thieno[3,2-c]pyridine 5-Oxide Hemihydrate $$ Thieno[3,2-c]pyridine, 5-oxide (CAS)", 36403,"086344-82-3",43
155, 27.2127, 0.1856,"3-hydroxy-5-methoxybenzaldehyde", 37235,"057179-35-8",83
156, 27.6226, 0.0905,"SANTENE $$ BICYCLO[2.2.1]HEPT-2-ENE, 2,3-DIMETHYL", 16005,"000529-16-8",47
157, 27.7106, 0.0483,"1-(2-Methylbutyl)-2-formyl pyrrole", 50153,"000000-00-0",64
158, 28.0699, 0.1171,"1-Isoamyl-2-formyl pyrrole", 50152,"000000-00-0",94
159, 28.2451, 0.0621,"Epi-.beta.-santalol $$ 2-Penten-1-ol, 2-methyl-5-(2-methyl-3-methylenebicyclo[2.2.1]hept-2-yl)-, [1R-[1.alpha.,2.beta.(Z),4.alpha.]]- $$ (+)-Epi-.beta.-santalol",105927,"042495-69-2",43
160, 28.3925, 0.1836,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106849,"000541-05-9",72
161, 28.5306, 0.0738,".beta.-Damascenone $$ 2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-, (E)- (CAS) $$ Damascenone $$ Damascenone, trans- $$ trans-.beta.-Damascenone $$ 2,6,6-Trimethyl-1-trans-crotonoyl-1,3-cyclohexadiene $$ (E)-1-(2,6,6-trimethylcyclohexa-1,3-d", 74587,"023726-93-4",94
162, 28.6579, 0.0370,"1-(5-Methyl-2-pyrazyl)-1-heptene $$ Pyrazine, 2-(1-heptenyl)-5-methyl-, (E)- (CAS) $$ 2-(1-hept-1-enyl)-5-methylpyrazine", 74502,"083568-41-6",46
163, 28.8286, 0.0348,"1,3-Cyclopentadiene, trimethyl- (CAS) $$ Trimethylcyclopentadiene $$ Cyclopentadiene, trimethyl-",  9239,"072347-62-7",46
164, 28.9288, 0.0442,"trans-Carveol $$ 2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, trans- (CAS) $$ p-Mentha-6,8-dien-2-ol, trans- $$ trans-Mentha-1,8-dien-6-ol", 38183,"001197-07-5",95
165, 29.2442, 0.0712,"Phenol, 2,3,5,6-tetramethyl- (CAS) $$ Durenol $$ Phenol, tetramethyl- $$ 2,3,5,6-Tetramethylphenol $$ Durophenol", 35751,"000527-35-5",64
166, 29.7178, 0.0144,"carveol 2", 37837,"000000-00-0",49
167, 29.9229, 0.0221,"Benzenemethanol (CAS) $$ Benzyl alcohol $$ Benzal alcohol $$ Phenylmethanol $$ Phenylcarbinol $$ Benzenecarbinol $$ .alpha.-Toluenol $$ .alpha.-Hydroxytoluene $$ (Hydroxymethyl)benzene $$ Phenylmethyl alcoholine $$ Phenylmethyl alcohol $$ Benzoyl alcohol",  9164,"000100-51-6",95
168, 30.0516, 0.0273,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174361,"000556-67-2",87
169, 30.0733, 0.0406,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174362,"000556-67-2",87
170, 30.2238, 0.0321,"1H-Indole, 2,3-dihydro-1,3,3-trimethyl-2-methylene- (CAS) $$ Fischer base $$ Fischer's base $$ 2-Methylene-1,3,3-trimethylindoline $$ 1,3,3-Trimethyl-2-methyleneindoline $$ Indoline, 1,3,3-trimethyl-2-methylene- $$ Fischers Base $$ Indoline, 2-methylene-1", 58244,"000118-12-7",50
171, 30.8328, 0.0380,"Benzeneethanol (CAS) $$ Phenethyl alcohol $$ PEA $$ PHENETHYL ALCOLHOL $$ Phenethanol $$ .beta.-PEA $$ Benzyl carbinol $$ 2-Phenylethanol $$ Ethanol, 2-phenyl- $$ 2-Phenethyl alcohol $$ .beta.-Phenylethanol $$ .beta.-Phenethyl alcohol $$ .beta.-Hydroxyeth", 15779,"000060-12-8",81
172, 30.9081, 0.0346,"BUTYL HYDROXY TOLUENE",106031,"000128-37-0",95
173, 30.9868, 0.0278,".ALPHA.-CALACORENE", 85545,"021391-99-1",64
174, 31.1319, 0.0198,"Indolizine (CAS) $$ Indolizin $$ Pyrrocolin $$ Pyrrocoline $$ Pyrrolo[1,2-a]pyridine", 13758,"000274-40-8",64
175, 31.2450, 0.0240,"6-chloro-11,11-dimethyl-10,11-dihydro-7,10-epoxy-7H-cyclohepta[d]-1,2,4-triazolo[1,5-b]pyridazine $$ 7,10-Epoxy-7H-cyclohepta[d]tetrazolo[1,5-b]pyridazine, 6-chloro-10,11-dihydro-11,11-dimethyl-",146769,"112998-27-3",72
176, 31.5499, 0.0233,"1-(5-Methyl-2-pyrazyl)-1-heptene $$ Pyrazine, 2-(1-heptenyl)-5-methyl-, (E)- (CAS) $$ 2-(1-hept-1-enyl)-5-methylpyrazine", 74502,"083568-41-6",42
177, 31.6928, 0.0129,"Benzofurazan, 5-(dimethylamino)- (CAS)", 47867,"006124-22-7",49
178, 32.0304, 0.0448,"Benzene, 1-(1,3-dimethyl-3-butenyl)-4-fluoro- (CAS) $$ 1-PENTENE, 4-(4-FLUOROPHENYL)-2-METHYL-", 62694,"074646-34-7",35
179, 33.0264, 0.0299,"Bicyclo[3.2.1]oct-2-ene, 3-methyl-4-methylene- (CAS)", 23433,"049826-53-1",70
180, 33.1275, 0.0812,"Benzene, 1,4-dimethyl-2,5-bis(1-methylethyl)- (CAS) $$ 1,4-Dimethyl-2,5-diisopropylbenzene $$ p-Xylene, 2,5-diisopropyl- $$ 1,4-Diisopropyl-2,5-dimethylbenzene $$ 2,5-Diisopropyl-p-xylene", 74775,"010375-96-9",64
181, 33.5860, 0.0122,"1H-Pyrrole-2-carboxaldehyde (CAS) $$ 2-Formylpyrrole $$ Pyrrole-2-aldehyde $$ Pyrrole-2-carboxaldehyde $$ 2-Pyrrolylcarboxaldehyde $$ .alpha.-Pyrrolaldehyde $$ 2-Pyrrolecarbaldehyde $$ 2-Pyrrolecarboxaldehyde",  4929,"001003-29-8",80
182, 33.6770, 0.0100,"Cinnoline, 4-ethyl-3-methyl- (CAS)", 57634,"020873-32-9",64
183, 34.5902, 0.0602,"2-ACETYL-6-METHOXYNAPHTHALENE", 85270,"000000-00-0",50
184, 35.4523, 0.0243,"1,5,9-trimethyl-2-oxatricyclo[7.3.0.0(3,8)]dodec-3(8),4,6-triene", 87230,"000000-00-0",72
185, 35.7892, 0.0186,"1H-Inden-1-one, 2,3-dihydro-3,3,5,6-tetramethyl- (CAS) $$ 3,3,5,6-TETRAMETHYL-1-INDANONE", 72919,"054789-22-9",81
186, 36.9972, 0.0238,"EUGENOL", 48951,"000097-53-0",95
"Path","File","Date Acquired","Sample","Misc"
"Z:\data\JTB-E02\BACandBLUE\","JTB-E02-192-12.D","18 Dec 2018  11:34    ","2H_CTRL01","P10:E5 BAC-01"
"PBM Apex"
"Tue Dec 18 17:04:53 2018"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
  1,  2.2834, 0.2297,"Carbon dioxide (CAS) $$ Dry ice $$ R 744 $$ Carbonic acid gas $$ Carbonic anhydride $$ Carbon oxide (CO2) $$ Carbonic acid, gas $$ CO2 $$ Anhydride carbonique $$ Carbonice $$ Kohlendioxyd $$ Kohlensaure $$ UN 1013 $$ UN 1845 $$ UN 2187",   179,"000124-38-9", 4
  2,  2.5005, 0.0174,"Cyclobutanol (CAS) $$ Cyclobutyl hydroxide",  1458,"002919-23-5",50
  3,  2.5557, 0.0132,"Pentanal (CAS) $$ n-Pentanal $$ n-Valeraldehyde $$ Valeral $$ Valeraldehyde $$ Valeric aldehyde $$ Valerianic aldehyde $$ Valerylaldehyde yde $$ Valeric acid aldehyde $$ 1-pentanal $$ Valeryl aldehyde $$ n-C4H9CHO $$ Amyl aldehyde $$ Butyl formal $$ UN 20",  3279,"000110-62-3",45
  4,  2.6185, 0.0476,"2-Propanamine (CAS) $$ Isopropylamine $$ 2-Propylamine $$ 2-Aminopropane $$ sec-Propylamine $$ 1-Methylethylamine $$ Monoisopropylamine $$ ISO-PROPYL AMINE $$ N-iso-propylamine $$ Iso-C3H7NH2 $$ MIPA $$ Propylamine mono $$ Isopropilamina $$ Propane, 2-ami",   610,"000075-31-0", 9
  5,  2.7914, 1.5366,"DMS $$ DIMETHYL SULFIDE $$ METHYL SULFIDE",   831,"000075-18-3",94
  6,  3.0036, 0.0440,"Methane, thiobis- (CAS) $$ 2-Thiapropane $$ DMS $$ Methylthiomethane $$ Methyl sulfide $$ Dimethyl sulfide $$ Methyl monosulfide $$ Dimethyl thioether $$ Dimethyl monosulfide $$ 2-THIAPROPANE(DIMETHYL SULFIDE) $$ DIMETHYLSULFIDE $$ (METHYLTHIO)METHANE $$",   827,"000075-18-3",70
  7,  3.1157, 0.4268,"2-Propanone (CAS) $$ Acetone $$ propan-2-one $$ Propanone $$ Methyl ketone $$ Dimethyl ketone $$ Pyroacetic ether $$ .beta.-Ketopropane $$ Dimethylformaldehyde $$ ACETONE (2-PROPANONE) $$ (CH3)2CO $$ Allylic alcohol $$ Dimethylketal $$ Ketone propane $$ K",   502,"000067-64-1",72
  8,  3.2013, 1.2409,"Acetic acid, methyl ester (CAS) $$ Methyl acetate $$ Devoton $$ Tereton $$ Acetic acid methyl ester $$ Methyl ester of acetic acid $$ methyl  acetate $$ CH3COOCH3 $$ Methyl ethanoate $$ Acetate de methyle $$ Methyl acetic ester $$ Methylacetaat $$ Methyla",  1691,"000079-20-9", 9
  9,  3.3186, 1.2427,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106849,"000541-05-9",83
 10,  3.4394, 0.0899,"N-ethyl-1,3-dithioisoindoline $$ 1H-Isoindole-1,3(2H)-dithione, 2-ethyl-", 92199,"035373-06-9",83
 11,  3.4758, 0.1825,"N-ethyl-1,3-dithioisoindoline $$ 1H-Isoindole-1,3(2H)-dithione, 2-ethyl-", 92199,"035373-06-9",86
 12,  3.5445, 0.1535,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106848,"000541-05-9",72
 13,  3.6890,13.3291,"Acetic acid, ethyl ester (CAS) $$ Acetic acid ethyl ester (CAS) $$ Ethyl acetate $$ Acetidin $$ Acetic ether $$ Acetoxyethane $$ Ethyl ethanoate $$ Ethyl acetic ester $$ Vinegar naphtha her $$ Vinegar naphtha $$ Ethyl ester of acetic acid $$ CH3COOC2H5 $$",  3828,"000141-78-6",78
 14,  3.9354, 1.1572,"ETHYL ACETATE",  3931,"000141-78-6",43
 15,  4.0177, 1.0872,"Acetic acid, ethyl ester (CAS) $$ Acetic acid ethyl ester (CAS) $$ Ethyl acetate $$ Acetidin $$ Acetic ether $$ Acetoxyethane $$ Ethyl ethanoate $$ Ethyl acetic ester $$ Vinegar naphtha her $$ Vinegar naphtha $$ Ethyl ester of acetic acid $$ CH3COOC2H5 $$",  3818,"000141-78-6",64
 16,  4.2607, 6.7448,"Formic acid (CAS) $$ Bilorin $$ Myrmicyl $$ Formisoton $$ Aminic acid $$ Collo-Didax $$ Formylic acid $$ Methanoic acid $$ Collo-Bueglatt $$ Hydrogen carboxylic acid $$ Formira $$ Add-F $$ HCOOH $$ Acide formique $$ Acido formico $$ Ameisensaeure $$ Formi",   249,"000064-18-6",38
 17,  4.3765, 1.0446,"THIOPHENE-D1",  2648,"000000-00-0",47
 18,  4.5565, 0.2307,"Acetic acid, ethyl ester (CAS) $$ Acetic acid ethyl ester (CAS) $$ Ethyl acetate $$ Acetidin $$ Acetic ether $$ Acetoxyethane $$ Ethyl ethanoate $$ Ethyl acetic ester $$ Vinegar naphtha her $$ Vinegar naphtha $$ Ethyl ester of acetic acid $$ CH3COOC2H5 $$",  3824,"000141-78-6",50
 19,  4.6513, 0.9685,"Furan, 2-butyltetrahydro- (CAS) $$ Octane, 1,4-epoxy- $$ 2-Butyltetrahydrofuran $$ 2-N-BUTYLTETRAHYDROFURAN", 19640,"001004-29-1",72
 20,  4.8131, 0.1573,"Acetic acid, ethyl ester (CAS) $$ Acetic acid ethyl ester (CAS) $$ Ethyl acetate $$ Acetidin $$ Acetic ether $$ Acetoxyethane $$ Ethyl ethanoate $$ Ethyl acetic ester $$ Vinegar naphtha her $$ Vinegar naphtha $$ Ethyl ester of acetic acid $$ CH3COOC2H5 $$",  3824,"000141-78-6",64
 21,  4.8579, 0.2365,"Propanal, 2,2-dimethyl- (CAS) $$ Trimethylacetaldehyde $$ Neopentanal $$ Pivalaldehyde $$ Pivalic aldehyde $$ 2,2-Dimethylpropanal $$ 2,2-Dimethylpropionaldehyde $$ .alpha.,.alpha.-Dimethylpropionaldehyde $$ 2,2-dimethyl-1-propanal $$ tert-C4H9CHO $$ Piva",  3317,"000630-19-3",32
 22,  4.9783, 0.3861,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174366,"000556-67-2",72
 23,  5.0507, 0.6235,"Carbonic acid, dimethyl ester (CAS) $$ Methyl carbonate $$ Dimethyl ester of carbonic acid $$ Dimethyl carbonate $$ Methyl carbonate ((MeO)2CO) $$ Carbonic acid dimethyl ester $$ CH3OCOOCH3 $$ UN 1161",  4279,"000616-38-6",83
 24,  5.1774, 0.3190,"3-Penten-2-one, 4-methyl- (CAS) $$ Mesityl oxide $$ 2-METHYLPENT-2-EN-4-ONE $$ Isopropylideneacetone $$ Methyl isobutenyl ketone $$ Acetone, isopropylidene- $$ Isobutenyl methyl ketone $$ 4-Methyl-3-penten-2-one $$ Methyl 2-methyl-1-propenyl ketone $$ Met",  5693,"000141-79-7",38
 25,  5.2181, 0.4678,"1-vinyl-1-cyclopropyl methyl ether",  5907,"049785-10-6",50
 26,  5.3497, 0.1030,"Propanal, 3-ethoxy- (CAS) $$ 3-Ethoxypropionaldehyde $$ 3-Ethoxypropanal $$ Propionaldehyde, 3-ethoxy- $$ .beta.-Ethoxypropionaldehyde",  7511,"002806-85-1",10
 27,  5.4102, 0.1575,"Butanoic acid, 2-methyl-, methyl ester (CAS) $$ Methyl 2-methylbutyrate $$ Methyl ester of 2-methyl-butanoic acid $$ Methyl 2-methylbutanoate $$ Methyl .alpha.-methylbutyrate $$ Methyl .alpha.-methylbutanoate $$ 2-Methylbutanoic acid methyl ester $$ Butyr", 13005,"000868-57-5",62
 28,  5.4669, 0.2079,"Acetic acid, 2-methylpropyl ester (CAS) $$ Isobutyl acetate $$ 2-Methylpropyl acetate $$ Acetic acid isobutyl ester $$ Acetic acid, isobutyl ester $$ .beta.-Methylpropyl ethanoate $$ 2-Methyl-1-propyl acetate $$ Isobutyl acetate fcc $$ Acetate d'isobutyle", 13083,"000110-19-0",47
