"Path","File","Date Acquired","Sample","Misc"
"Z:\data\JTB-E02\BACandBLUE\","JTB-E02-196-07.D","20 Feb 2019  09:51    ","BAC-02 BLANK"," "
"PBM Apex"
"Fri Mar 08 12:46:04 2019"
"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
117, 25.0707, 0.0535,"2-Oxo-4-nitrosomethyl-6-trifluoro-methyl-1,2-dihydropyrimidine", 92085,"000000-00-0",35
118, 25.1783, 0.1184,"3,5-Dimethyl-2,6-bis(trimethylsiloxy)pyridine",164133,"000000-00-0",43
119, 25.3485, 0.0161,"Tetrasiloxane, decamethyl- (CAS) $$ Decamethyltetrasiloxane $$ [(CH3)3SiOSi(CH3)2]2O $$ KF 96L1.5",185153,"000141-62-8",35
120, 25.3862, 0.0284,"3,5-Dimethyl-2,6-bis(trimethylsiloxy)pyridine",164133,"000000-00-0",35
121, 25.5177, 0.2014,"2-benzoyl-6,7-dimethoxy-4-methylidene-2H-1,3-benzothiazine",197447,"000000-00-0",80
122, 25.8242, 0.0158,"2-(3',5'-Ditrifluoromethylphenyl)-1,1,3,3-tetramethylguanidine $$ Guanidine, N''-[3,5-bis(trifluoromethyl)phenyl]-N,N,N',N'-tetramethyl-",197318,"121648-79-1",46
123, 26.1271, 0.1991,"1H-Imidazole, 1,2-dimethyl- (CAS) $$ 1,2-Dimethylimidazole $$ Imidazole, 1,2-dimethyl-",  5078,"001739-84-0",78
124, 26.2913, 0.0267,"1,1,1,3,5,5,5-Heptamethyltrisiloxane $$ Bis(trimethylsiloxy)methylsilane $$ Hydromethylsiloxane $$ Trisiloxane, 1,1,1,3,5,5,5-heptamethyl-",106885,"001873-88-7",42
125, 26.4360, 0.0267,"2-(3',5'-Ditrifluoromethylphenyl)-1,1,3,3-tetramethylguanidine $$ Guanidine, N''-[3,5-bis(trifluoromethyl)phenyl]-N,N,N',N'-tetramethyl-",197318,"121648-79-1",46
126, 26.6990, 0.1005,"1H-Imidazole, 1,2-dimethyl- (CAS) $$ 1,2-Dimethylimidazole $$ Imidazole, 1,2-dimethyl-",  5079,"001739-84-0",53
127, 26.7492, 0.0513,"1H-Pyrazole, 1,5-dimethyl- $$ Pyrazole, 1,5-dimethyl- $$ 1,5-Dimethylpyrazole",  5065,"000694-31-5",43
128, 26.8871, 0.0514,"2-(6,7-Dimethoxy-1-isquinolinyl)phenol $$ Phenol, 2-(6,7-dimethoxy-1-isoquinolinyl)- (CAS)",162601,"078632-08-3",16
129, 27.0129,10.5223,"5-EXO-HYDROXYPROTOADAMANTANE $$ 2,5-Methano-1H-inden-6-ol, octahydro-, (2.alpha.,3a.beta.,5.alpha.,6.beta.,7a.beta.)- (CAS) $$ exo-5-Protoadamantanol $$ 2,5-Methanoindan-6-ol, hexahydro-, stereoisomer", 38461,"031610-91-0",30
130, 27.3939, 0.1878,"9-Borabicyclo[3.3.1]nonan-9-amine, N-methyl- (CAS) $$ 9-BORABICYCLO[3.3.1]NONANE, B-METHYLAMINO-", 36783,"063366-66-5",42
131, 27.5542, 0.1717,"1H-Benzocyclohepten-7-ol, 2,3,4,4a,5,6,7,8-octahydro-1,1,4a,7-tetramethyl-, cis- (CAS) $$ Widdrol $$ 1H-Benzocyclohepten-7-ol, 2,3,4,4a,5,6,7,8-octahydro-1,1,4a.alpha.,7.beta.-tetramethyl-",108352,"006892-80-4",38
132, 27.6335, 0.1859,"9-Borabicyclo[3.3.1]nonan-9-amine, N-methyl- (CAS) $$ 9-BORABICYCLO[3.3.1]NONANE, B-METHYLAMINO-", 36783,"063366-66-5",35
133, 27.7849, 0.0856,"9-Borabicyclo[3.3.1]nonan-9-amine, N-methyl- (CAS) $$ 9-BORABICYCLO[3.3.1]NONANE, B-METHYLAMINO-", 36783,"063366-66-5",38
134, 27.8993, 0.1175,"4-HYDROXY-5,9-DIMETHYL-TRICYCLO[6.3.0.0(1,5)]UNDECAN-10-ONE", 93712,"000000-00-0",56
135, 28.0111, 0.1173,"2-Methyl-2-isbutyl-1,3-benzoxathiole", 93255,"000000-00-0",30
136, 28.2318, 0.1426,"methyl 5-acetyl-2,3-dihydro-4,7-dimethoxy-2,3,3,9-tetramehylnaphtho[1,2-b]furan-6-carboxylate",228972,"104875-37-8",30
137, 28.3269, 9.9046,"1-Methyl-2-phenylbenzimidazole $$ 1-methyl-2-phenyl-benzimidazole $$ 1H-Benzimidazole, 1-methyl-2-phenyl-", 93921,"002622-63-1",80
138, 28.6717, 0.1692,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106845,"000541-05-9",59
139, 28.7884, 0.5777,"Cholest-1-en-19-ol, (5.alpha.)- (CAS) $$ 19-HYDROXYMETHYL-5.ALPHA.-CHOLEST-1-ENE $$ 5.alpha.-Cholest-1-en-19-ol",229334,"030950-89-1",72
140, 29.2856, 0.1557,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106849,"000541-05-9",53
141, 29.4384, 0.1318,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106849,"000541-05-9",37
142, 29.5271, 0.1203,"BENZENE, 1,4-BIS(TRIMETHYLSILYL)-",107558,"000000-00-0",43
143, 29.6746, 0.0629,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106849,"000541-05-9",42
144, 29.7596, 0.0668,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106849,"000541-05-9",45
145, 30.0189, 4.4527,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174360,"000556-67-2",89
146, 30.3634, 0.0636,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174362,"000556-67-2",43
147, 30.4468, 0.1238,"Phenol, 2,4,6-tris(1,1-dimethylethyl)- (CAS) $$ 2,4,6-Tri-tert-butylphenol $$ P 23 $$ TM 02 $$ 2,4,6-TRIS(TERT-BUTYL)-PHENOL $$ Alkofen B $$ 2,4,6-Tri-t-butylphenol $$ Phenol, 2,4,6-tri-tert-butyl- $$ 2,4,6-Tri-tert-butyl-1-hydroxybenzene $$ 2,4,6-Tri-ter",146576,"000732-26-3",80
148, 30.5615, 0.1751,"2-Oxo-4-nitrosomethyl-6-trifluoro-methyl-1,2-dihydropyrimidine", 92085,"000000-00-0",56
149, 30.8333, 0.0455,"Cyclotetrasiloxane, octamethyl- (CAS) $$ 1,1,3,3,5,5,7,7-OCTAMETHYL-CYCLOOCTASILOXANE $$ OCTAMETHYL-(CYCLIC TETRAMER) CYCLOTETRASILOXANE $$ Octamethylcyclotetrasiloxane $$ NUC Silicone VS 7207 $$ Octamethyl-cyclotetrasiloxane $$ Oktamethylcyklotetrasiloxa",174362,"000556-67-2",37
150, 31.2526, 7.7916,"cyercene A $$ 3,5-Dimethyl-2-methoxy-6-(1',3'-dimethyl-1',3'-hexadienyl)-4H-pyran-4-one",146323,"000000-00-0",58
151, 31.4477, 0.0858,"1,1,3,3,5,5,7,7,9,9,11,11,13,13-TETRADECAMETHYL-HEPTASILOXANE",260039,"000000-00-0",59
152, 31.6967, 0.1186,"(2-DIMETHYLAMINOPHENOLATO-O,N)BORANE", 34559,"083210-23-5",35
153, 31.9909, 2.4223,"Cyclopentasiloxane, decamethyl- (CAS) $$ Dimethylsiloxane pentamer $$ DECAMETHYL-CYCLOPENTASILOXANE $$ Decamethylcyclopentasiloxane $$ Dekamethylcyklopentasiloxan $$ Union Carbide 7158 Silicone Fluid $$ Dow Corning 345 $$ NUC Silicone VS 7158 $$ Dow Corni",221487,"000541-02-6",47
154, 32.0993, 0.4861,"Benzoic acid, 2,4-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester (CAS) $$ TRISTRIMETHYLSILYL 2,4-DIHYDROXYBENZOIC ACID $$ 2,4-DIHYDROXYBENZOIC ACID 3TMS $$ trimethylsilyl [(2,4-di(trimethylsiloxy)phenyl]-methanoate $$ .beta.-Resorcylic acid (tms) $$ 2,4-",221598,"010586-16-0",60
155, 32.6812, 0.2940,"13-o-acetyl-7-thioepiallogibberic S-acid $$ Gibba-1,3,4a(10a)-triene-10-carbothioic acid, 7-(acetyloxy)-1-methyl-8-methylene-, (4b.beta.,10.beta.)- $$ 5H-7,9a-Methanobenz[a]azulene, gibba-1,3,4a(10a)-triene-10-carbothioic acid deriv.",206932,"115260-38-3",43
156, 32.9418, 0.0247,"3,5-Dimethyl-2,6-bis(trimethylsiloxy)pyridine",164133,"000000-00-0",30
157, 33.1407, 0.1064,"Phenol (CAS) $$ Izal $$ ENT 1814 $$ PhOH $$ Benzenol $$ Oxybenzene $$ Monophenol $$ Phenic acid $$ Carbolic acid $$ Phenylic acid $$ Hydroxybenzene $$ Phenyl hydrate $$ Phenyl alcohol $$ Phenylic alcohol $$ Phenyl hydroxide $$ Monohydroxybenzene $$ Baker'",  4822,"000108-95-2",90
158, 33.2415, 0.0445,"1,1,1,3,5,5,5-Heptamethyltrisiloxane $$ Bis(trimethylsiloxy)methylsilane $$ Hydromethylsiloxane $$ Trisiloxane, 1,1,1,3,5,5,5-heptamethyl-",106885,"001873-88-7",38
159, 33.3266, 0.0242,"3,3-Diethoxy-1,1,1,5,5,5-hexamethyltrisiloxane",174413,"000000-00-0",38
160, 33.5913, 0.0139,"1,1,1,3,5,5,5-Heptamethyltrisiloxane $$ Bis(trimethylsiloxy)methylsilane $$ Hydromethylsiloxane $$ Trisiloxane, 1,1,1,3,5,5,5-heptamethyl-",106885,"001873-88-7",45
161, 33.8220, 0.0892,"6-ACETYL-5,8-DIMETHOXY-2,2-DIMETHYL-2H-CHROMENE $$ Ethanone, 1-(5,8-dimethoxy-2,2-dimethyl-2H-1-benzopyran-6-yl)- (CAS)",146031,"062458-48-4",53
162, 33.9455, 0.0910,"5-carboxy-2,2-dimethyl-2'(H)-5',6'-dihydropyrano[3',4'-g]indan-1-one $$ Cyclopenta[h]-2-benzopyran-5-carboxylic acid, 1,3,4,7,8,9-hexahydro-8,8-dimethyl-9-oxo-",144281,"121389-52-4",83
163, 34.2004, 0.0346,"1,1,1,3,5,5,5-Heptamethyltrisiloxane $$ Bis(trimethylsiloxy)methylsilane $$ Hydromethylsiloxane $$ Trisiloxane, 1,1,1,3,5,5,5-heptamethyl-",106884,"001873-88-7",35
164, 34.3194, 0.0522,"1,1,1,3,5,5,5-Heptamethyltrisiloxane $$ Bis(trimethylsiloxy)methylsilane $$ Hydromethylsiloxane $$ Trisiloxane, 1,1,1,3,5,5,5-heptamethyl-",106885,"001873-88-7",45
165, 34.3690, 0.0567,"1,1,1,3,5,5,5-Heptamethyltrisiloxane $$ Bis(trimethylsiloxy)methylsilane $$ Hydromethylsiloxane $$ Trisiloxane, 1,1,1,3,5,5,5-heptamethyl-",106885,"001873-88-7",49
166, 34.5864, 1.6966,"(E)-2-[(N-hydroxy-N-phenyl)-amino]-3-[N-(phenylimino)]-indole $$ 1H-Indol-2-amine, N-hydroxy-1-methyl-N-phenyl-3-[(phenylimino)methyl]-, (E)-",206467,"127744-55-2",42
167, 34.7448, 0.1712,"1,1,3,3,5,5,7,7,9,9,11,11,13,13-TETRADECAMETHYL-HEPTASILOXANE",260039,"000000-00-0",70
168, 34.9941, 0.1328,"1,1,3,3,5,5,7,7,9,9,11,11,13,13-TETRADECAMETHYL-HEPTASILOXANE",260039,"000000-00-0",64
169, 35.1795, 0.3568,"Benzaldehyde, 4-hydroxy-, oxime (CAS) $$ p-Hydroxybenzaldoxime $$ p-Hydroxybenzaldehyde oxime $$ 4-Hydroxybenzaldoxime $$ 4-Hydroxybenzaldehyde oxime $$ Benzaldehyde, p-hydroxy-, oxime", 25598,"000699-06-9",35
170, 35.6105, 0.0507,"1,1,3,3,5,5,7,7,9,9-DECAMETHYL-PENTASILOXANE $$ 1,1,3,3,5,5,7,7,9,9-decamethylpentasiloxane $$ Pentasiloxane, 1,1,3,3,5,5,7,7,9,9-decamethyl- $$ 1,9-Dihydrodecamethylpentasiloxane",214378,"000995-83-5",47
171, 35.6351, 0.0089,"1,1,1,3,5,5,5-Heptamethyltrisiloxane $$ Bis(trimethylsiloxy)methylsilane $$ Hydromethylsiloxane $$ Trisiloxane, 1,1,1,3,5,5,5-heptamethyl-",106885,"001873-88-7",30
172, 35.7056, 0.1165,"6-Cyanomethoxy-N,N-diethyl-N'-methoxymethyl-1,3,5-triazine-2,4-diamine",149170,"000000-00-0",25
173, 35.8609, 0.0498,"6-HYDROXY-5,8,9-TRIMETHOXY-2-METHYLPIPERO(3,4,5-JK)-9,10-DIHYDROPHENANTHRANCENE $$ 4H-Dibenz[de,g]isoquinolin-1-ol, 5,6,6a,7-tetrahydro-2,9,10-trimethoxy-5-methyl- (CAS)",206367,"074199-91-0",43
174, 36.0955, 0.8037,"1'-Hydroxy-6',8'dimethoxy-3'-methyl-2'-acetonaphthone $$ Ethanone, 1-(1-hydroxy-6,8-dimethoxy-3-methyl-2-naphthalenyl)- (CAS) $$ 2'-Acetonaphthone, 1'-hydroxy-6',8'-dimethoxy-3'-methyl-",144259,"022649-07-6",86
175, 36.2251, 0.2907,"1'-Hydroxy-6',8'dimethoxy-3'-methyl-2'-acetonaphthone $$ Ethanone, 1-(1-hydroxy-6,8-dimethoxy-3-methyl-2-naphthalenyl)- (CAS) $$ 2'-Acetonaphthone, 1'-hydroxy-6',8'-dimethoxy-3'-methyl-",144259,"022649-07-6",91
176, 36.3346, 0.4424,"Benzoic acid, 2,4-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester (CAS) $$ TRISTRIMETHYLSILYL 2,4-DIHYDROXYBENZOIC ACID $$ 2,4-DIHYDROXYBENZOIC ACID 3TMS $$ trimethylsilyl [(2,4-di(trimethylsiloxy)phenyl]-methanoate $$ .beta.-Resorcylic acid (tms) $$ 2,4-",221598,"010586-16-0",38
177, 36.4042, 0.5234,"2-Acetoxy-.alpha.-(trifluoromethyl)styrene",115674,"136476-27-2",64
178, 36.5587, 0.0415,"1,2-Benzenediol, 3,5-bis(1,1-dimethylethyl)- (CAS) $$ 3,5-DITERTBUTYL-1,2 DIHYDROXYBENZENE $$ 1,2-Benzenediol, 3,5-di(1,1-dimethylethyl)- $$ Pyrocatechol, 3,5-di-tert-butyl- $$ 3,5-Di-tert-butylcatechol $$ 4,6-Di-tert-butylpyrocatechol $$ 3,5-Di-tert-buty",107899,"001020-31-1",25
179, 36.6770, 0.0789,"1,1,3,3,5,5,7,7,9,9,11,11,13,13-TETRADECAMETHYL-HEPTASILOXANE",260039,"000000-00-0",60
180, 36.8458, 0.0191,"3,3-Diethoxy-1,1,1,5,5,5-hexamethyltrisiloxane",174413,"000000-00-0",27
181, 37.1024, 0.0026,"Cyclotrisiloxane, hexamethyl- (CAS) $$ 1,1,3,3,5,5-HEXAMETHYL-CYCLOHEXASILOXANE $$ Hexamethylcyclotrisiloxane $$ HEXAMETHYL-CYCLOTRISILOXANE $$ Dimethylsiloxane cyclic trimer",106848,"000541-05-9",49
182, 37.2249, 0.0084,"2,4-Cyclohexadien-1-one, 3,5-bis(1,1-dimethylethyl)-4-hydroxy- (CAS) $$ 3,5-DI-T-BUTYL-1,2-DIHYDROBENZOQUINONE",107918,"054965-43-4",35
183, 37.2532, 0.0015,"3,3-Diethoxy-1,1,1,5,5,5-hexamethyltrisiloxane",174413,"000000-00-0",43
184, 37.3835, 0.6348,"TRIMETHYLSILYL ESTER OF 4-METHYL-2-TRIMETHYLSILYLOXY-BENZOIC ACID",174610,"000000-00-0",50
